text,intent,norm,key
not what battery size i need — i meant the charge level,Cmd.BatteryLevel,not what battery size i need i meant the charge level,battery charge level meant need not size what
not a remote appointment — i meant to share my data,Help_HearShare,not a remote appointment i meant to share my data,appointment data meant not remote share
"skip my heart rate, do my activity summary instead",Help_Health,skip my heart rate do my activity summary instead,activity heart instead rate skip summary
"i am not after the basics, i am after to pair them",Help_Pairing,i am not after the basics i am after to pair them,after am basic not pair them
"skip my activity summary, do my score instead",Help_ThriveScore,skip my activity summary do my score instead,activity instead score skip summary
"skip streaming stopped, do streaming started instead",Cmd.StreamingStart,skip streaming stopped do streaming started instead,instead skip start stopp stream
"i am not after the tinnitus masker, i am after mask mode",Help_MaskMode,i am not after the tinnitus masker i am after mask mode,after am mask masker mode not tinnitu
"edge mode is not what i wanted, speech enhancement is",Help_IntelliVoice,edge mode is not what i wanted speech enhancement is,edge enhancement mode not speech want what
"my heart rate is not what i wanted, my heart rate recovery is",Help_HeartRateRecovery,my heart rate is not what i wanted my heart rate recovery is,heart not rate recovery want what
"the app settings is not what i wanted, the voice assistant is",Help_VoiceAssistant,the app settings is not what i wanted the voice assistant is,app assistant not setting voice want what
"i am not after my running, i am after my calories",Cmd.ActivityCalories,i am not after my running i am after my calories,after am calori not runn
not the cros system — i meant speech enhancement,Help_IntelliVoice,not the cros system i meant speech enhancement,cros enhancement meant not speech system
not speech enhancement — i meant the tinnitus masker,Help_Tinnitus,not speech enhancement i meant the tinnitus masker,enhancement masker meant not speech tinnitu
"skip my standing time, do my calories instead",Cmd.ActivityCalories,skip my standing time do my calories instead,calori instead skip stand time
not how to personalise the sound — i meant how to change programs,Help_ChangingMemories,not how to personalise the sound i meant how to change programs,change how meant not personalise program sound
"skip demo mode, do speech enhancement instead",Help_IntelliVoice,skip demo mode do speech enhancement instead,demo enhancement instead mode skip speech
"i am not after my step count, i am after my aerobics",Cmd.ActivityAerobics,i am not after my step count i am after my aerobics,aerobic after am count not step
"i am not after the cros system, i am after the tinnitus masker",Help_Tinnitus,i am not after the cros system i am after the tinnitus masker,after am cros masker not system tinnitu
not my activity summary — i meant my heart rate,Help_HeartRate,not my activity summary i meant my heart rate,activity heart meant not rate summary
not my workout — i meant my standing time,Cmd.ActivityStand,not my workout i meant my standing time,meant not stand time workout
"skip the basics, do what is new instead",Help_WhatsNew,skip the basics do what is new instead,basic instead new skip what
"my calories is not what i wanted, my aerobics is",Cmd.ActivityAerobics,my calories is not what i wanted my aerobics is,aerobic calori not want what
"i am not after edge mode, i am after demo mode",Help_DemoMode,i am not after edge mode i am after demo mode,after am demo edge mode not
"skip edge mode, do mask mode instead",Help_MaskMode,skip edge mode do mask mode instead,edge instead mask mode skip
"skip how to clean them, do the device settings instead",Help_DeviceSettings,skip how to clean them do the device settings instead,clean device how instead setting skip them
"my walking is not what i wanted, my aerobics is",Cmd.ActivityAerobics,my walking is not what i wanted my aerobics is,aerobic not walk want what
not my workout — i meant my cycling,Cmd.ActivityCycle,not my workout i meant my cycling,cycl meant not workout
"skip my running, do my workout instead",Cmd.ActivityExercise,skip my running do my workout instead,instead runn skip workout
"skip streaming stopped, do help with my tv streamer instead",Help_Accessories,skip streaming stopped do help with my tv streamer instead,help instead skip stopp stream streamer tv with
"my activity summary is not what i wanted, my heart rate recovery is",Help_HeartRateRecovery,my activity summary is not what i wanted my heart rate recovery is,activity heart not rate recovery summary want what
"i am not after my heart rate, i am after my score",Help_ThriveScore,i am not after my heart rate i am after my score,after am heart not rate score
not my running — i meant my calories,Cmd.ActivityCalories,not my running i meant my calories,calori meant not runn
"skip a different program, do how to make a new program instead",Help_MemoryOptions,skip a different program do how to make a new program instead,different how instead make new program skip
"to pair them is not what i wanted, the app settings is",Help_AppSettings,to pair them is not what i wanted the app settings is,app not pair setting them want what
"skip my cycling, do my step count instead",Cmd.ActivityStep,skip my cycling do my step count instead,count cycl instead skip step
"skip louder, do how the volume works instead",Help_Volume,skip louder do how the volume works instead,how instead louder skip volume work
"the tinnitus masker is not what i wanted, edge mode is",Help_EdgeMode,the tinnitus masker is not what i wanted edge mode is,edge masker mode not tinnitu want what
not to pair them — i meant the voice assistant,Help_VoiceAssistant,not to pair them i meant the voice assistant,assistant meant not pair them voice
"i am not after streaming started, i am after streaming stopped",Cmd.StreamingStop,i am not after streaming started i am after streaming stopped,after am not start stopp stream
"i am not after my activity summary, i am after my heart rate",Help_HeartRate,i am not after my activity summary i am after my heart rate,activity after am heart not rate summary
"skip quieter, do how the volume works instead",Help_Volume,skip quieter do how the volume works instead,how instead quieter skip volume work
"i am not after my step count, i am after my walking",Cmd.ActivityWalk,i am not after my step count i am after my walking,after am count not step walk
"my walking is not what i wanted, my running is",Cmd.ActivityRun,my walking is not what i wanted my running is,not runn walk want what
not a remote appointment — i meant a remote adjustment,Help_RemoteProgramming,not a remote appointment i meant a remote adjustment,adjustment appointment meant not remote
not how the volume works — i meant muted,Cmd.VolumeMute,not how the volume works i meant muted,how meant mut not volume work
"i am not after streaming started, i am after help with my tv streamer",Help_Accessories,i am not after streaming started i am after help with my tv streamer,after am help not start stream streamer tv with
"a new reminder is not what i wanted, how reminders work is",Help_Reminder,a new reminder is not what i wanted how reminders work is,how new not reminder want what work
not the cros system — i meant demo mode,Help_DemoMode,not the cros system i meant demo mode,cros demo meant mode not system
"skip my walking, do my standing time instead",Cmd.ActivityStand,skip my walking do my standing time instead,instead skip stand time walk
"skip help with my tv streamer, do streaming stopped instead",Cmd.StreamingStop,skip help with my tv streamer do streaming stopped instead,help instead skip stopp stream streamer tv with
"skip the basics, do the app settings instead",Help_AppSettings,skip the basics do the app settings instead,app basic instead setting skip
not my walking — i meant my aerobics,Cmd.ActivityAerobics,not my walking i meant my aerobics,aerobic meant not walk
"demo mode is not what i wanted, mask mode is",Help_MaskMode,demo mode is not what i wanted mask mode is,demo mask mode not want what
"skip a new reminder, do how reminders work instead",Help_Reminder,skip a new reminder do how reminders work instead,how instead new reminder skip work
not the app settings — i meant what is new,Help_WhatsNew,not the app settings i meant what is new,app meant new not setting what
"i am not after the app settings, i am after what is new",Help_WhatsNew,i am not after the app settings i am after what is new,after am app new not setting what
"i am not after my cycling, i am after my calories",Cmd.ActivityCalories,i am not after my cycling i am after my calories,after am calori cycl not
"i am not after my running, i am after my aerobics",Cmd.ActivityAerobics,i am not after my running i am after my aerobics,aerobic after am not runn
the sound is far too distant on this setting,Cmd.VolumeIncrease,the sound is far too distant on this setting,distant far on sett sound too
it is too thunderous on this setting,Cmd.VolumeDecrease,it is too thunderous on this setting,on sett thunderou too
the sound is far too thin in here,Cmd.VolumeIncrease,the sound is far too thin in here,far here in sound thin too
the sound is far too washed out at the moment,Cmd.VolumeIncrease,the sound is far too washed out at the moment,at far moment out sound too wash
the sound is too thunderous at the moment so dial it back,Cmd.VolumeDecrease,the sound is too thunderous at the moment so dial it back,at back dial moment sound thunderou too
"it is too piercing right now, ease it off",Cmd.VolumeDecrease,it is too piercing right now ease it off,ease now off pierc right too
"my aids are too weak at the moment, lift it a bit",Cmd.VolumeIncrease,my aids are too weak at the moment lift it a bit,aids at bit lift moment too weak
the sound is too shrill right now so dial it back,Cmd.VolumeDecrease,the sound is too shrill right now so dial it back,back dial now right shrill sound too
it is too thunderous in this room,Cmd.VolumeDecrease,it is too thunderous in this room,in room thunderou too
"my aids are too thunderous right now, dial it back",Cmd.VolumeDecrease,my aids are too thunderous right now dial it back,aids back dial now right thunderou too
"my aids are too shrill in this room, take it down a bit",Cmd.VolumeDecrease,my aids are too shrill in this room take it down a bit,aids bit down in room shrill take too
"everything is too distant right now, please give me more",Cmd.VolumeIncrease,everything is too distant right now please give me more,distant everyth give more now right too
"my aids are too piercing right now, take it down a bit",Cmd.VolumeDecrease,my aids are too piercing right now take it down a bit,aids bit down now pierc right take too
"my aids are too thin right now, give me more",Cmd.VolumeIncrease,my aids are too thin right now give me more,aids give more now right thin too
the sound is far too piercing,Cmd.VolumeDecrease,the sound is far too piercing,far pierc sound too
everything is too shrill in here,Cmd.VolumeDecrease,everything is too shrill in here,everyth here in shrill too
this is much too thunderous today,Cmd.VolumeDecrease,this is much too thunderous today,much thunderou today too
"everything is too washed out in here, please push it up",Cmd.VolumeIncrease,everything is too washed out in here please push it up,everyth here in out push too up wash
the sound is too overwhelming so ease it off,Cmd.VolumeDecrease,the sound is too overwhelming so ease it off,ease off overwhelm sound too
"my aids are too overwhelming in this room, take it down a bit",Cmd.VolumeDecrease,my aids are too overwhelming in this room take it down a bit,aids bit down in overwhelm room take too
"everything is too distant at the moment, please push it up",Cmd.VolumeIncrease,everything is too distant at the moment please push it up,at distant everyth moment push too up
"it is too distant right now, give me more",Cmd.VolumeIncrease,it is too distant right now give me more,distant give more now right too
"everything is too piercing in here, please dial it back",Cmd.VolumeDecrease,everything is too piercing in here please dial it back,back dial everyth here in pierc too
"everything is too distant in here, please lift it a bit",Cmd.VolumeIncrease,everything is too distant in here please lift it a bit,bit distant everyth here in lift too
everything is too shrill in this room,Cmd.VolumeDecrease,everything is too shrill in this room,everyth in room shrill too
"give me more, it is too distant",Cmd.VolumeIncrease,give me more it is too distant,distant give more too
"take it down a bit, it is too overwhelming",Cmd.VolumeDecrease,take it down a bit it is too overwhelming,bit down overwhelm take too
the sound is far too thin,Cmd.VolumeIncrease,the sound is far too thin,far sound thin too
"everything is too overwhelming right now, please ease it off",Cmd.VolumeDecrease,everything is too overwhelming right now please ease it off,ease everyth now off overwhelm right too
it is too washed out,Cmd.VolumeIncrease,it is too washed out,out too wash
"it is too shrill in this room, ease it off",Cmd.VolumeDecrease,it is too shrill in this room ease it off,ease in off room shrill too
the sound is too weak right now so give me more,Cmd.VolumeIncrease,the sound is too weak right now so give me more,give more now right sound too weak
the sound is too piercing in here so dial it back,Cmd.VolumeDecrease,the sound is too piercing in here so dial it back,back dial here in pierc sound too
"my aids are too washed out at the moment, give me more",Cmd.VolumeIncrease,my aids are too washed out at the moment give me more,aids at give moment more out too wash
everything is too piercing today,Cmd.VolumeDecrease,everything is too piercing today,everyth pierc today too
the sound is far too washed out in here,Cmd.VolumeIncrease,the sound is far too washed out in here,far here in out sound too wash
"everything is too thin in this room, please lift it a bit",Cmd.VolumeIncrease,everything is too thin in this room please lift it a bit,bit everyth in lift room thin too
the sound is too shrill right now so ease it off,Cmd.VolumeDecrease,the sound is too shrill right now so ease it off,ease now off right shrill sound too
"lift it a bit, it is too weak today",Cmd.VolumeIncrease,lift it a bit it is too weak today,bit lift today too weak
the sound is too piercing at the moment so ease it off,Cmd.VolumeDecrease,the sound is too piercing at the moment so ease it off,at ease moment off pierc sound too
my aids are too distant on this setting,Cmd.VolumeIncrease,my aids are too distant on this setting,aids distant on sett too
everything is too thunderous,Cmd.VolumeDecrease,everything is too thunderous,everyth thunderou too
"my aids are too washed out right now, give me more",Cmd.VolumeIncrease,my aids are too washed out right now give me more,aids give more now out right too wash
"my aids are too thin in here, push it up",Cmd.VolumeIncrease,my aids are too thin in here push it up,aids here in push thin too up
"everything is too weak right now, please push it up",Cmd.VolumeIncrease,everything is too weak right now please push it up,everyth now push right too up weak
my aids are too piercing today,Cmd.VolumeDecrease,my aids are too piercing today,aids pierc today too
"it is too weak in this room, lift it a bit",Cmd.VolumeIncrease,it is too weak in this room lift it a bit,bit in lift room too weak
the sound is too distant in this room so give me more,Cmd.VolumeIncrease,the sound is too distant in this room so give me more,distant give in more room sound too
"everything is too weak in here, please give me more",Cmd.VolumeIncrease,everything is too weak in here please give me more,everyth give here in more too weak
"my aids are too thunderous at the moment, dial it back",Cmd.VolumeDecrease,my aids are too thunderous at the moment dial it back,aids at back dial moment thunderou too
the sound is too thunderous today so ease it off,Cmd.VolumeDecrease,the sound is too thunderous today so ease it off,ease off sound thunderou today too
"take it down a bit, it is too shrill today",Cmd.VolumeDecrease,take it down a bit it is too shrill today,bit down shrill take today too
"give me more, it is too thin in here",Cmd.VolumeIncrease,give me more it is too thin in here,give here in more thin too
"lift it a bit, it is too thin at the moment",Cmd.VolumeIncrease,lift it a bit it is too thin at the moment,at bit lift moment thin too
"my aids are too washed out, give me more",Cmd.VolumeIncrease,my aids are too washed out give me more,aids give more out too wash
"everything is too distant today, please give me more",Cmd.VolumeIncrease,everything is too distant today please give me more,distant everyth give more today too
"give me more, it is too washed out today",Cmd.VolumeIncrease,give me more it is too washed out today,give more out today too wash
"it is too distant, push it up",Cmd.VolumeIncrease,it is too distant push it up,distant push too up
"it is too piercing, dial it back",Cmd.VolumeDecrease,it is too piercing dial it back,back dial pierc too
"my aids are too thunderous right now, ease it off",Cmd.VolumeDecrease,my aids are too thunderous right now ease it off,aids ease now off right thunderou too
"give me more, it is too washed out in this room",Cmd.VolumeIncrease,give me more it is too washed out in this room,give in more out room too wash
"give me more, it is too thin today",Cmd.VolumeIncrease,give me more it is too thin today,give more thin today too
"take it down a bit, it is too piercing today",Cmd.VolumeDecrease,take it down a bit it is too piercing today,bit down pierc take today too
the sound is too distant in here so give me more,Cmd.VolumeIncrease,the sound is too distant in here so give me more,distant give here in more sound too
"my aids are too weak right now, lift it a bit",Cmd.VolumeIncrease,my aids are too weak right now lift it a bit,aids bit lift now right too weak
"lift it a bit, it is too washed out at the moment",Cmd.VolumeIncrease,lift it a bit it is too washed out at the moment,at bit lift moment out too wash
"my aids are too overwhelming right now, take it down a bit",Cmd.VolumeDecrease,my aids are too overwhelming right now take it down a bit,aids bit down now overwhelm right take too
the sound is too piercing today so ease it off,Cmd.VolumeDecrease,the sound is too piercing today so ease it off,ease off pierc sound today too
"everything is too shrill on this setting, please dial it back",Cmd.VolumeDecrease,everything is too shrill on this setting please dial it back,back dial everyth on sett shrill too
it is too overwhelming in here,Cmd.VolumeDecrease,it is too overwhelming in here,here in overwhelm too
"everything is too thunderous today, please dial it back",Cmd.VolumeDecrease,everything is too thunderous today please dial it back,back dial everyth thunderou today too
the sound is far too distant in here,Cmd.VolumeIncrease,the sound is far too distant in here,distant far here in sound too
"everything is too thin, please push it up",Cmd.VolumeIncrease,everything is too thin please push it up,everyth push thin too up
it is too overwhelming at the moment,Cmd.VolumeDecrease,it is too overwhelming at the moment,at moment overwhelm too
"everything is too washed out today, please push it up",Cmd.VolumeIncrease,everything is too washed out today please push it up,everyth out push today too up wash
it is too shrill,Cmd.VolumeDecrease,it is too shrill,shrill too
the sound is too distant right now so push it up,Cmd.VolumeIncrease,the sound is too distant right now so push it up,distant now push right sound too up
"it is too overwhelming, ease it off",Cmd.VolumeDecrease,it is too overwhelming ease it off,ease off overwhelm too
everything is too washed out at the moment,Cmd.VolumeIncrease,everything is too washed out at the moment,at everyth moment out too wash
it is too overwhelming in this room,Cmd.VolumeDecrease,it is too overwhelming in this room,in overwhelm room too
everything is too thin on this setting,Cmd.VolumeIncrease,everything is too thin on this setting,everyth on sett thin too
the sound is too piercing in here so ease it off,Cmd.VolumeDecrease,the sound is too piercing in here so ease it off,ease here in off pierc sound too
"it is too distant in here, lift it a bit",Cmd.VolumeIncrease,it is too distant in here lift it a bit,bit distant here in lift too
"lift it a bit, it is too distant at the moment",Cmd.VolumeIncrease,lift it a bit it is too distant at the moment,at bit distant lift moment too
"dial it back, it is too shrill in here",Cmd.VolumeDecrease,dial it back it is too shrill in here,back dial here in shrill too
the sound is too thin so lift it a bit,Cmd.VolumeIncrease,the sound is too thin so lift it a bit,bit lift sound thin too
"my aids are too shrill on this setting, ease it off",Cmd.VolumeDecrease,my aids are too shrill on this setting ease it off,aids ease off on sett shrill too
"everything is too overwhelming at the moment, please dial it back",Cmd.VolumeDecrease,everything is too overwhelming at the moment please dial it back,at back dial everyth moment overwhelm too
this is much too distant,Cmd.VolumeIncrease,this is much too distant,distant much too
"it is too overwhelming at the moment, dial it back",Cmd.VolumeDecrease,it is too overwhelming at the moment dial it back,at back dial moment overwhelm too
"everything is too piercing at the moment, please take it down a bit",Cmd.VolumeDecrease,everything is too piercing at the moment please take it down a bit,at bit down everyth moment pierc take too
"my aids are too thunderous on this setting, dial it back",Cmd.VolumeDecrease,my aids are too thunderous on this setting dial it back,aids back dial on sett thunderou too
the sound is far too thin on this setting,Cmd.VolumeIncrease,the sound is far too thin on this setting,far on sett sound thin too
this is much too distant on this setting,Cmd.VolumeIncrease,this is much too distant on this setting,distant much on sett too
"everything is too thin right now, please give me more",Cmd.VolumeIncrease,everything is too thin right now please give me more,everyth give more now right thin too
"my aids are too overwhelming on this setting, ease it off",Cmd.VolumeDecrease,my aids are too overwhelming on this setting ease it off,aids ease off on overwhelm sett too
"give me more, it is too distant in this room",Cmd.VolumeIncrease,give me more it is too distant in this room,distant give in more room too
"my aids are too shrill right now, ease it off",Cmd.VolumeDecrease,my aids are too shrill right now ease it off,aids ease now off right shrill too
"dial it back, it is too thunderous in this room",Cmd.VolumeDecrease,dial it back it is too thunderous in this room,back dial in room thunderou too
"dial it back, it is too thunderous in here",Cmd.VolumeDecrease,dial it back it is too thunderous in here,back dial here in thunderou too
"give me more, it is too weak in this room",Cmd.VolumeIncrease,give me more it is too weak in this room,give in more room too weak
"my aids are too distant today, give me more",Cmd.VolumeIncrease,my aids are too distant today give me more,aids distant give more today too
"lift it a bit, it is too weak right now",Cmd.VolumeIncrease,lift it a bit it is too weak right now,bit lift now right too weak
"everything is too shrill on this setting, please ease it off",Cmd.VolumeDecrease,everything is too shrill on this setting please ease it off,ease everyth off on sett shrill too
"it is too shrill on this setting, ease it off",Cmd.VolumeDecrease,it is too shrill on this setting ease it off,ease off on sett shrill too
"everything is too weak right now, please give me more",Cmd.VolumeIncrease,everything is too weak right now please give me more,everyth give more now right too weak
"it is too thunderous at the moment, take it down a bit",Cmd.VolumeDecrease,it is too thunderous at the moment take it down a bit,at bit down moment take thunderou too
"my aids are too thin right now, push it up",Cmd.VolumeIncrease,my aids are too thin right now push it up,aids now push right thin too up
"give me more, it is too thin right now",Cmd.VolumeIncrease,give me more it is too thin right now,give more now right thin too
"push it up, it is too washed out today",Cmd.VolumeIncrease,push it up it is too washed out today,out push today too up wash
my aids are too washed out,Cmd.VolumeIncrease,my aids are too washed out,aids out too wash
my aids are too distant in this room,Cmd.VolumeIncrease,my aids are too distant in this room,aids distant in room too
"dial it back, it is too overwhelming",Cmd.VolumeDecrease,dial it back it is too overwhelming,back dial overwhelm too
"my aids are too shrill, dial it back",Cmd.VolumeDecrease,my aids are too shrill dial it back,aids back dial shrill too
"it is too thunderous, ease it off",Cmd.VolumeDecrease,it is too thunderous ease it off,ease off thunderou too
"everything is too washed out in here, please give me more",Cmd.VolumeIncrease,everything is too washed out in here please give me more,everyth give here in more out too wash
"everything is too shrill right now, please ease it off",Cmd.VolumeDecrease,everything is too shrill right now please ease it off,ease everyth now off right shrill too
the sound is too shrill at the moment so take it down a bit,Cmd.VolumeDecrease,the sound is too shrill at the moment so take it down a bit,at bit down moment shrill sound take too
it is too piercing,Cmd.VolumeDecrease,it is too piercing,pierc too
this is much too shrill in here,Cmd.VolumeDecrease,this is much too shrill in here,here in much shrill too
do not make it louder,Default Fallback Intent,do not make it louder,louder make not
do not turn it up,Default Fallback Intent,do not turn it up,not turn up
do not turn it down,Default Fallback Intent,do not turn it down,down not turn
please do not change the volume,Default Fallback Intent,please do not change the volume,change not volume
do not mute my aids,Default Fallback Intent,do not mute my aids,aids mute not
do not switch my program,Default Fallback Intent,do not switch my program,not program switch
do not start streaming,Default Fallback Intent,do not start streaming,not start stream
do not set a reminder,Default Fallback Intent,do not set a reminder,not reminder set
i did not ask you to lower it,Default Fallback Intent,i did not ask you to lower it,ask did lower not
i never said to change anything,Default Fallback Intent,i never said to change anything,anyth change never said
"stop, do not do that",Default Fallback Intent,stop do not do that,not stop
"no, leave it alone",Default Fallback Intent,no leave it alone,alone leave no
do not translate anything,Default Fallback Intent,do not translate anything,anyth not translate
do not send that message,Default Fallback Intent,do not send that message,message not send
"not quieter, louder",Cmd.VolumeIncrease,not quieter louder,louder not quieter
"not louder, quieter",Cmd.VolumeDecrease,not louder quieter,louder not quieter
"i said down, not up",Cmd.VolumeDecrease,i said down not up,down not said up
"i said up, not down",Cmd.VolumeIncrease,i said up not down,down not said up
"no, mute it instead",Cmd.VolumeMute,no mute it instead,instead mute no
"no, unmute it instead",Cmd.VolumeUnmute,no unmute it instead,instead no unmute
"not the restaurant program, the outdoor one",Cmd.MemoryChange,not the restaurant program the outdoor one,not one outdoor program restaurant
"not stop, start the streaming",Cmd.StreamingStart,not stop start the streaming,not start stop stream
"not start, stop the streaming",Cmd.StreamingStop,not start stop the streaming,not start stop stream
"not a new reminder, complete the one i have",reminders.complete,not a new reminder complete the one i have,complete have new not one reminder
"do not raise it, drop it a bit",Cmd.VolumeDecrease,do not raise it drop it a bit,bit drop not raise
"do not drop it, raise it a bit",Cmd.VolumeIncrease,do not drop it raise it a bit,bit drop not raise
i would rather you did not silence my aids,Default Fallback Intent,i would rather you did not silence my aids,aids did not rather silence
hold off on bring the sound back,Default Fallback Intent,hold off on bring the sound back,back br hold off on sound
you do not need to hunt for my phone,Default Fallback Intent,you do not need to hunt for my phone,hunt need not phone
i would rather you did not dictate a message,Default Fallback Intent,i would rather you did not dictate a message,dictate did message not rather
kindly refrain from begin translating,Default Fallback Intent,kindly refrain from begin translating,begin from kindly refrain translat
there is no call to close the audio link,Default Fallback Intent,there is no call to close the audio link,audio call close link no there
it would be wrong to dictate a message,Default Fallback Intent,it would be wrong to dictate a message,be dictate message wrong
i would rather you did not close the audio link,Default Fallback Intent,i would rather you did not close the audio link,audio close did link not rather
there is no call to drop the sound,Default Fallback Intent,there is no call to drop the sound,call drop no sound there
there is no call to replay my messages,Default Fallback Intent,there is no call to replay my messages,call messag no replay there
i am not asking you to clear that reminder,Default Fallback Intent,i am not asking you to clear that reminder,am ask clear not reminder
"close the audio link, that is, not open the audio link",Cmd.StreamingStop,close the audio link that is not open the audio link,audio close link not open
i am not asking you to swap my program,Default Fallback Intent,i am not asking you to swap my program,am ask not program swap
let us not note down a reminder,Default Fallback Intent,let us not note down a reminder,down let not note reminder us
it would be wrong to raise the sound,Default Fallback Intent,it would be wrong to raise the sound,be raise sound wrong
i would rather you did not open the audio link,Default Fallback Intent,i would rather you did not open the audio link,audio did link not open rather
i would rather you did not begin captions,Default Fallback Intent,i would rather you did not begin captions,begin caption did not rather
you do not need to silence my aids,Default Fallback Intent,you do not need to silence my aids,aids need not silence
hold off on open the audio link,Default Fallback Intent,hold off on open the audio link,audio hold link off on open
there is no call to bring the sound back,Default Fallback Intent,there is no call to bring the sound back,back br call no sound there
hold off on note down a reminder,Default Fallback Intent,hold off on note down a reminder,down hold note off on reminder
let us not begin captions,Default Fallback Intent,let us not begin captions,begin caption let not us
there is no call to note down a reminder,Default Fallback Intent,there is no call to note down a reminder,call down no note reminder there
let us not dictate a message,Default Fallback Intent,let us not dictate a message,dictate let message not us
kindly refrain from replay my messages,Default Fallback Intent,kindly refrain from replay my messages,from kindly messag refrain replay
hold off on drop the sound,Default Fallback Intent,hold off on drop the sound,drop hold off on sound
there is no call to begin captions,Default Fallback Intent,there is no call to begin captions,begin call caption no there
i would rather you did not swap my program,Default Fallback Intent,i would rather you did not swap my program,did not program rather swap
i would rather you did not drop the sound,Default Fallback Intent,i would rather you did not drop the sound,did drop not rather sound
hold off on hunt for my phone,Default Fallback Intent,hold off on hunt for my phone,hold hunt off on phone
you do not need to close the audio link,Default Fallback Intent,you do not need to close the audio link,audio close link need not
let us not replay my messages,Default Fallback Intent,let us not replay my messages,let messag not replay us
you do not need to open the audio link,Default Fallback Intent,you do not need to open the audio link,audio link need not open
kindly refrain from open the audio link,Default Fallback Intent,kindly refrain from open the audio link,audio from kindly link open refrain
silence my aids — do not bring the sound back,Cmd.VolumeMute,silence my aids do not bring the sound back,aids back br not silence sound
i am not asking you to raise the sound,Default Fallback Intent,i am not asking you to raise the sound,am ask not raise sound
"silence my aids, that is, not bring the sound back",Cmd.VolumeMute,silence my aids that is not bring the sound back,aids back br not silence sound
i am not asking you to begin captions,Default Fallback Intent,i am not asking you to begin captions,am ask begin caption not
it would be wrong to silence my aids,Default Fallback Intent,it would be wrong to silence my aids,aids be silence wrong
i am not asking you to begin translating,Default Fallback Intent,i am not asking you to begin translating,am ask begin not translat
i am not asking you to bring the sound back,Default Fallback Intent,i am not asking you to bring the sound back,am ask back br not sound
let us not begin translating,Default Fallback Intent,let us not begin translating,begin let not translat us
it would be wrong to replay my messages,Default Fallback Intent,it would be wrong to replay my messages,be messag replay wrong
i would rather you did not note down a reminder,Default Fallback Intent,i would rather you did not note down a reminder,did down not note rather reminder
it would be wrong to open the audio link,Default Fallback Intent,it would be wrong to open the audio link,audio be link open wrong
it would be wrong to swap my program,Default Fallback Intent,it would be wrong to swap my program,be program swap wrong
"rather than open the audio link, close the audio link",Cmd.StreamingStop,rather than open the audio link close the audio link,audio close link open rather than
i am not asking you to silence my aids,Default Fallback Intent,i am not asking you to silence my aids,aids am ask not silence
hold off on raise the sound,Default Fallback Intent,hold off on raise the sound,hold off on raise sound
there is no call to dictate a message,Default Fallback Intent,there is no call to dictate a message,call dictate message no there
drop the sound — do not raise the sound,Cmd.VolumeDecrease,drop the sound do not raise the sound,drop not raise sound
kindly refrain from note down a reminder,Default Fallback Intent,kindly refrain from note down a reminder,down from kindly note refrain reminder
i would rather you did not bring the sound back,Default Fallback Intent,i would rather you did not bring the sound back,back br did not rather sound
it would be wrong to bring the sound back,Default Fallback Intent,it would be wrong to bring the sound back,back be br sound wrong
it would be wrong to hunt for my phone,Default Fallback Intent,it would be wrong to hunt for my phone,be hunt phone wrong
kindly refrain from clear that reminder,Default Fallback Intent,kindly refrain from clear that reminder,clear from kindly refrain reminder
let us not clear that reminder,Default Fallback Intent,let us not clear that reminder,clear let not reminder us
kindly refrain from raise the sound,Default Fallback Intent,kindly refrain from raise the sound,from kindly raise refrain sound
kindly refrain from hunt for my phone,Default Fallback Intent,kindly refrain from hunt for my phone,from hunt kindly phone refrain
close the audio link — do not open the audio link,Cmd.StreamingStop,close the audio link do not open the audio link,audio close link not open
kindly refrain from dictate a message,Default Fallback Intent,kindly refrain from dictate a message,dictate from kindly message refrain
you do not need to raise the sound,Default Fallback Intent,you do not need to raise the sound,need not raise sound
hold off on replay my messages,Default Fallback Intent,hold off on replay my messages,hold messag off on replay
let us not close the audio link,Default Fallback Intent,let us not close the audio link,audio close let link not us
you do not need to replay my messages,Default Fallback Intent,you do not need to replay my messages,messag need not replay
let us not drop the sound,Default Fallback Intent,let us not drop the sound,drop let not sound us
hold off on swap my program,Default Fallback Intent,hold off on swap my program,hold off on program swap
i would rather you did not hunt for my phone,Default Fallback Intent,i would rather you did not hunt for my phone,did hunt not phone rather
hold off on begin captions,Default Fallback Intent,hold off on begin captions,begin caption hold off on
you do not need to clear that reminder,Default Fallback Intent,you do not need to clear that reminder,clear need not reminder
there is no call to clear that reminder,Default Fallback Intent,there is no call to clear that reminder,call clear no reminder there
i would rather you did not raise the sound,Default Fallback Intent,i would rather you did not raise the sound,did not raise rather sound
"rather than raise the sound, drop the sound",Cmd.VolumeDecrease,rather than raise the sound drop the sound,drop raise rather sound than
let us not raise the sound,Default Fallback Intent,let us not raise the sound,let not raise sound us
kindly refrain from begin captions,Default Fallback Intent,kindly refrain from begin captions,begin caption from kindly refrain
i am not asking you to open the audio link,Default Fallback Intent,i am not asking you to open the audio link,am ask audio link not open
kindly refrain from swap my program,Default Fallback Intent,kindly refrain from swap my program,from kindly program refrain swap
hold off on clear that reminder,Default Fallback Intent,hold off on clear that reminder,clear hold off on reminder
it would be wrong to drop the sound,Default Fallback Intent,it would be wrong to drop the sound,be drop sound wrong
i would rather you did not clear that reminder,Default Fallback Intent,i would rather you did not clear that reminder,clear did not rather reminder
