text,intent,reason
not my workout — i meant my calories,Cmd.ActivityCalories,corrective_taught_family
"my running is not what i wanted, my standing time is",Cmd.ActivityStand,corrective_taught_family
not the voice assistant — i meant the basics,Help_Home,corrective_taught_family
"the device settings is not what i wanted, a self check is",Help_SelfCheck,corrective_taught_family
"what battery size i need is not what i wanted, the charge level is",Cmd.BatteryLevel,corrective_taught_family
"how reminders work is not what i wanted, that reminder marked done is",reminders.complete,corrective_taught_family
not my step count — i meant my walking,Cmd.ActivityWalk,corrective_taught_family
not what battery size i need — i meant the charge level,Cmd.BatteryLevel,corrective_taught_family
not a remote appointment — i meant to share my data,Help_HearShare,corrective_taught_family
"skip my heart rate, do my activity summary instead",Help_Health,corrective_HELD_OUT_family
"i am not after the basics, i am after to pair them",Help_Pairing,corrective_taught_family
"skip my activity summary, do my score instead",Help_ThriveScore,corrective_HELD_OUT_family
"skip streaming stopped, do streaming started instead",Cmd.StreamingStart,corrective_taught_family
"i am not after the tinnitus masker, i am after mask mode",Help_MaskMode,corrective_HELD_OUT_family
"edge mode is not what i wanted, speech enhancement is",Help_IntelliVoice,corrective_HELD_OUT_family
"my heart rate is not what i wanted, my heart rate recovery is",Help_HeartRateRecovery,corrective_HELD_OUT_family
"the app settings is not what i wanted, the voice assistant is",Help_VoiceAssistant,corrective_taught_family
"i am not after my running, i am after my calories",Cmd.ActivityCalories,corrective_taught_family
not the cros system — i meant speech enhancement,Help_IntelliVoice,corrective_HELD_OUT_family
not speech enhancement — i meant the tinnitus masker,Help_Tinnitus,corrective_HELD_OUT_family
"skip my standing time, do my calories instead",Cmd.ActivityCalories,corrective_taught_family
not how to personalise the sound — i meant how to change programs,Help_ChangingMemories,corrective_taught_family
"skip demo mode, do speech enhancement instead",Help_IntelliVoice,corrective_HELD_OUT_family
"i am not after my step count, i am after my aerobics",Cmd.ActivityAerobics,corrective_taught_family
"i am not after the cros system, i am after the tinnitus masker",Help_Tinnitus,corrective_HELD_OUT_family
not my activity summary — i meant my heart rate,Help_HeartRate,corrective_HELD_OUT_family
not my workout — i meant my standing time,Cmd.ActivityStand,corrective_taught_family
"skip the basics, do what is new instead",Help_WhatsNew,corrective_taught_family
"my calories is not what i wanted, my aerobics is",Cmd.ActivityAerobics,corrective_taught_family
"i am not after edge mode, i am after demo mode",Help_DemoMode,corrective_HELD_OUT_family
"skip edge mode, do mask mode instead",Help_MaskMode,corrective_HELD_OUT_family
"skip how to clean them, do the device settings instead",Help_DeviceSettings,corrective_taught_family
"my walking is not what i wanted, my aerobics is",Cmd.ActivityAerobics,corrective_taught_family
not my workout — i meant my cycling,Cmd.ActivityCycle,corrective_taught_family
"skip my running, do my workout instead",Cmd.ActivityExercise,corrective_taught_family
"skip streaming stopped, do help with my tv streamer instead",Help_Accessories,corrective_taught_family
"my activity summary is not what i wanted, my heart rate recovery is",Help_HeartRateRecovery,corrective_HELD_OUT_family
"i am not after my heart rate, i am after my score",Help_ThriveScore,corrective_HELD_OUT_family
not my running — i meant my calories,Cmd.ActivityCalories,corrective_taught_family
"skip a different program, do how to make a new program instead",Help_MemoryOptions,corrective_taught_family
"to pair them is not what i wanted, the app settings is",Help_AppSettings,corrective_taught_family
"skip my cycling, do my step count instead",Cmd.ActivityStep,corrective_taught_family
"skip louder, do how the volume works instead",Help_Volume,corrective_taught_family
"the tinnitus masker is not what i wanted, edge mode is",Help_EdgeMode,corrective_HELD_OUT_family
not to pair them — i meant the voice assistant,Help_VoiceAssistant,corrective_taught_family
"i am not after streaming started, i am after streaming stopped",Cmd.StreamingStop,corrective_taught_family
"i am not after my activity summary, i am after my heart rate",Help_HeartRate,corrective_HELD_OUT_family
"skip quieter, do how the volume works instead",Help_Volume,corrective_taught_family
"i am not after my step count, i am after my walking",Cmd.ActivityWalk,corrective_taught_family
"my walking is not what i wanted, my running is",Cmd.ActivityRun,corrective_taught_family
not a remote appointment — i meant a remote adjustment,Help_RemoteProgramming,corrective_taught_family
not how the volume works — i meant muted,Cmd.VolumeMute,corrective_taught_family
"i am not after streaming started, i am after help with my tv streamer",Help_Accessories,corrective_taught_family
"a new reminder is not what i wanted, how reminders work is",Help_Reminder,corrective_taught_family
not the cros system — i meant demo mode,Help_DemoMode,corrective_HELD_OUT_family
"skip my walking, do my standing time instead",Cmd.ActivityStand,corrective_taught_family
"skip help with my tv streamer, do streaming stopped instead",Cmd.StreamingStop,corrective_taught_family
"skip the basics, do the app settings instead",Help_AppSettings,corrective_taught_family
not my walking — i meant my aerobics,Cmd.ActivityAerobics,corrective_taught_family
"demo mode is not what i wanted, mask mode is",Help_MaskMode,corrective_HELD_OUT_family
"skip a new reminder, do how reminders work instead",Help_Reminder,corrective_taught_family
not the app settings — i meant what is new,Help_WhatsNew,corrective_taught_family
"i am not after the app settings, i am after what is new",Help_WhatsNew,corrective_taught_family
"i am not after my cycling, i am after my calories",Cmd.ActivityCalories,corrective_taught_family
"i am not after my running, i am after my aerobics",Cmd.ActivityAerobics,corrective_taught_family
the sound is far too distant on this setting,Cmd.VolumeIncrease,symptom_unseen_vocab
it is too thunderous on this setting,Cmd.VolumeDecrease,symptom_unseen_vocab
the sound is far too thin in here,Cmd.VolumeIncrease,symptom_unseen_vocab
the sound is far too washed out at the moment,Cmd.VolumeIncrease,symptom_unseen_vocab
the sound is too thunderous at the moment so dial it back,Cmd.VolumeDecrease,symptom_unseen_vocab
"it is too piercing right now, ease it off",Cmd.VolumeDecrease,symptom_unseen_vocab
"my aids are too weak at the moment, lift it a bit",Cmd.VolumeIncrease,symptom_unseen_vocab
the sound is too shrill right now so dial it back,Cmd.VolumeDecrease,symptom_unseen_vocab
it is too thunderous in this room,Cmd.VolumeDecrease,symptom_unseen_vocab
"my aids are too thunderous right now, dial it back",Cmd.VolumeDecrease,symptom_unseen_vocab
"my aids are too shrill in this room, take it down a bit",Cmd.VolumeDecrease,symptom_unseen_vocab
"everything is too distant right now, please give me more",Cmd.VolumeIncrease,symptom_unseen_vocab
"my aids are too piercing right now, take it down a bit",Cmd.VolumeDecrease,symptom_unseen_vocab
"my aids are too thin right now, give me more",Cmd.VolumeIncrease,symptom_unseen_vocab
the sound is far too piercing,Cmd.VolumeDecrease,symptom_unseen_vocab
everything is too shrill in here,Cmd.VolumeDecrease,symptom_unseen_vocab
this is much too thunderous today,Cmd.VolumeDecrease,symptom_unseen_vocab
"everything is too washed out in here, please push it up",Cmd.VolumeIncrease,symptom_unseen_vocab
the sound is too overwhelming so ease it off,Cmd.VolumeDecrease,symptom_unseen_vocab
"my aids are too overwhelming in this room, take it down a bit",Cmd.VolumeDecrease,symptom_unseen_vocab
"everything is too distant at the moment, please push it up",Cmd.VolumeIncrease,symptom_unseen_vocab
"it is too distant right now, give me more",Cmd.VolumeIncrease,symptom_unseen_vocab
"everything is too piercing in here, please dial it back",Cmd.VolumeDecrease,symptom_unseen_vocab
"everything is too distant in here, please lift it a bit",Cmd.VolumeIncrease,symptom_unseen_vocab
everything is too shrill in this room,Cmd.VolumeDecrease,symptom_unseen_vocab
"give me more, it is too distant",Cmd.VolumeIncrease,symptom_unseen_vocab
"take it down a bit, it is too overwhelming",Cmd.VolumeDecrease,symptom_unseen_vocab
the sound is far too thin,Cmd.VolumeIncrease,symptom_unseen_vocab
"everything is too overwhelming right now, please ease it off",Cmd.VolumeDecrease,symptom_unseen_vocab
it is too washed out,Cmd.VolumeIncrease,symptom_unseen_vocab
"it is too shrill in this room, ease it off",Cmd.VolumeDecrease,symptom_unseen_vocab
the sound is too weak right now so give me more,Cmd.VolumeIncrease,symptom_unseen_vocab
the sound is too piercing in here so dial it back,Cmd.VolumeDecrease,symptom_unseen_vocab
"my aids are too washed out at the moment, give me more",Cmd.VolumeIncrease,symptom_unseen_vocab
everything is too piercing today,Cmd.VolumeDecrease,symptom_unseen_vocab
the sound is far too washed out in here,Cmd.VolumeIncrease,symptom_unseen_vocab
"everything is too thin in this room, please lift it a bit",Cmd.VolumeIncrease,symptom_unseen_vocab
the sound is too shrill right now so ease it off,Cmd.VolumeDecrease,symptom_unseen_vocab
"lift it a bit, it is too weak today",Cmd.VolumeIncrease,symptom_unseen_vocab
the sound is too piercing at the moment so ease it off,Cmd.VolumeDecrease,symptom_unseen_vocab
my aids are too distant on this setting,Cmd.VolumeIncrease,symptom_unseen_vocab
everything is too thunderous,Cmd.VolumeDecrease,symptom_unseen_vocab
"my aids are too washed out right now, give me more",Cmd.VolumeIncrease,symptom_unseen_vocab
"my aids are too thin in here, push it up",Cmd.VolumeIncrease,symptom_unseen_vocab
"everything is too weak right now, please push it up",Cmd.VolumeIncrease,symptom_unseen_vocab
my aids are too piercing today,Cmd.VolumeDecrease,symptom_unseen_vocab
"it is too weak in this room, lift it a bit",Cmd.VolumeIncrease,symptom_unseen_vocab
the sound is too distant in this room so give me more,Cmd.VolumeIncrease,symptom_unseen_vocab
"everything is too weak in here, please give me more",Cmd.VolumeIncrease,symptom_unseen_vocab
"my aids are too thunderous at the moment, dial it back",Cmd.VolumeDecrease,symptom_unseen_vocab
the sound is too thunderous today so ease it off,Cmd.VolumeDecrease,symptom_unseen_vocab
"take it down a bit, it is too shrill today",Cmd.VolumeDecrease,symptom_unseen_vocab
"give me more, it is too thin in here",Cmd.VolumeIncrease,symptom_unseen_vocab
"lift it a bit, it is too thin at the moment",Cmd.VolumeIncrease,symptom_unseen_vocab
"my aids are too washed out, give me more",Cmd.VolumeIncrease,symptom_unseen_vocab
"everything is too distant today, please give me more",Cmd.VolumeIncrease,symptom_unseen_vocab
"give me more, it is too washed out today",Cmd.VolumeIncrease,symptom_unseen_vocab
"it is too distant, push it up",Cmd.VolumeIncrease,symptom_unseen_vocab
"it is too piercing, dial it back",Cmd.VolumeDecrease,symptom_unseen_vocab
"my aids are too thunderous right now, ease it off",Cmd.VolumeDecrease,symptom_unseen_vocab
"give me more, it is too washed out in this room",Cmd.VolumeIncrease,symptom_unseen_vocab
"give me more, it is too thin today",Cmd.VolumeIncrease,symptom_unseen_vocab
"take it down a bit, it is too piercing today",Cmd.VolumeDecrease,symptom_unseen_vocab
the sound is too distant in here so give me more,Cmd.VolumeIncrease,symptom_unseen_vocab
"my aids are too weak right now, lift it a bit",Cmd.VolumeIncrease,symptom_unseen_vocab
"lift it a bit, it is too washed out at the moment",Cmd.VolumeIncrease,symptom_unseen_vocab
"my aids are too overwhelming right now, take it down a bit",Cmd.VolumeDecrease,symptom_unseen_vocab
the sound is too piercing today so ease it off,Cmd.VolumeDecrease,symptom_unseen_vocab
"everything is too shrill on this setting, please dial it back",Cmd.VolumeDecrease,symptom_unseen_vocab
it is too overwhelming in here,Cmd.VolumeDecrease,symptom_unseen_vocab
"everything is too thunderous today, please dial it back",Cmd.VolumeDecrease,symptom_unseen_vocab
the sound is far too distant in here,Cmd.VolumeIncrease,symptom_unseen_vocab
"everything is too thin, please push it up",Cmd.VolumeIncrease,symptom_unseen_vocab
it is too overwhelming at the moment,Cmd.VolumeDecrease,symptom_unseen_vocab
"everything is too washed out today, please push it up",Cmd.VolumeIncrease,symptom_unseen_vocab
it is too shrill,Cmd.VolumeDecrease,symptom_unseen_vocab
the sound is too distant right now so push it up,Cmd.VolumeIncrease,symptom_unseen_vocab
"it is too overwhelming, ease it off",Cmd.VolumeDecrease,symptom_unseen_vocab
everything is too washed out at the moment,Cmd.VolumeIncrease,symptom_unseen_vocab
it is too overwhelming in this room,Cmd.VolumeDecrease,symptom_unseen_vocab
everything is too thin on this setting,Cmd.VolumeIncrease,symptom_unseen_vocab
the sound is too piercing in here so ease it off,Cmd.VolumeDecrease,symptom_unseen_vocab
"it is too distant in here, lift it a bit",Cmd.VolumeIncrease,symptom_unseen_vocab
"lift it a bit, it is too distant at the moment",Cmd.VolumeIncrease,symptom_unseen_vocab
"dial it back, it is too shrill in here",Cmd.VolumeDecrease,symptom_unseen_vocab
the sound is too thin so lift it a bit,Cmd.VolumeIncrease,symptom_unseen_vocab
"my aids are too shrill on this setting, ease it off",Cmd.VolumeDecrease,symptom_unseen_vocab
"everything is too overwhelming at the moment, please dial it back",Cmd.VolumeDecrease,symptom_unseen_vocab
this is much too distant,Cmd.VolumeIncrease,symptom_unseen_vocab
"it is too overwhelming at the moment, dial it back",Cmd.VolumeDecrease,symptom_unseen_vocab
"everything is too piercing at the moment, please take it down a bit",Cmd.VolumeDecrease,symptom_unseen_vocab
"my aids are too thunderous on this setting, dial it back",Cmd.VolumeDecrease,symptom_unseen_vocab
the sound is far too thin on this setting,Cmd.VolumeIncrease,symptom_unseen_vocab
this is much too distant on this setting,Cmd.VolumeIncrease,symptom_unseen_vocab
"everything is too thin right now, please give me more",Cmd.VolumeIncrease,symptom_unseen_vocab
"my aids are too overwhelming on this setting, ease it off",Cmd.VolumeDecrease,symptom_unseen_vocab
"give me more, it is too distant in this room",Cmd.VolumeIncrease,symptom_unseen_vocab
"my aids are too shrill right now, ease it off",Cmd.VolumeDecrease,symptom_unseen_vocab
"dial it back, it is too thunderous in this room",Cmd.VolumeDecrease,symptom_unseen_vocab
"dial it back, it is too thunderous in here",Cmd.VolumeDecrease,symptom_unseen_vocab
"give me more, it is too weak in this room",Cmd.VolumeIncrease,symptom_unseen_vocab
"my aids are too distant today, give me more",Cmd.VolumeIncrease,symptom_unseen_vocab
"lift it a bit, it is too weak right now",Cmd.VolumeIncrease,symptom_unseen_vocab
"everything is too shrill on this setting, please ease it off",Cmd.VolumeDecrease,symptom_unseen_vocab
"it is too shrill on this setting, ease it off",Cmd.VolumeDecrease,symptom_unseen_vocab
"everything is too weak right now, please give me more",Cmd.VolumeIncrease,symptom_unseen_vocab
"it is too thunderous at the moment, take it down a bit",Cmd.VolumeDecrease,symptom_unseen_vocab
"my aids are too thin right now, push it up",Cmd.VolumeIncrease,symptom_unseen_vocab
"give me more, it is too thin right now",Cmd.VolumeIncrease,symptom_unseen_vocab
"push it up, it is too washed out today",Cmd.VolumeIncrease,symptom_unseen_vocab
my aids are too washed out,Cmd.VolumeIncrease,symptom_unseen_vocab
my aids are too distant in this room,Cmd.VolumeIncrease,symptom_unseen_vocab
"dial it back, it is too overwhelming",Cmd.VolumeDecrease,symptom_unseen_vocab
"my aids are too shrill, dial it back",Cmd.VolumeDecrease,symptom_unseen_vocab
"it is too thunderous, ease it off",Cmd.VolumeDecrease,symptom_unseen_vocab
"everything is too washed out in here, please give me more",Cmd.VolumeIncrease,symptom_unseen_vocab
"everything is too shrill right now, please ease it off",Cmd.VolumeDecrease,symptom_unseen_vocab
the sound is too shrill at the moment so take it down a bit,Cmd.VolumeDecrease,symptom_unseen_vocab
it is too piercing,Cmd.VolumeDecrease,symptom_unseen_vocab
this is much too shrill in here,Cmd.VolumeDecrease,symptom_unseen_vocab
