row,text,true_intent,pytorch_prediction,onnx_prediction,prediction_same,max_abs_logit_diff,mean_abs_logit_diff,cosine_similarity
873,what is the app menu,Help_Home,Help_AppSettings,Help_AppSettings,True,2.861023e-06,6.819242e-07,1.0000001
874,tinnitus setting,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.7553004e-07,1.0000001
875,please remember to wake up at 6 a.m.,reminders.add,Default Fallback Intent,Default Fallback Intent,True,2.1457672e-06,5.51539e-07,1.0
876,help with the home screen,Help_Home,Help_Home,Help_Home,True,3.8146973e-06,6.391814e-07,1.0
877,please set program to mask,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,3.557979e-07,1.0
878,how do i tweak the volume on each side,Help_Volume,Help_Volume,Help_Volume,True,1.6093254e-06,4.528515e-07,0.9999999
879,hearing aid audio link,Cmd.StreamingStart,Cmd.VolumeMute,Cmd.VolumeMute,True,3.0994415e-06,7.3904533e-07,1.0
880,how do i make my aids quieter?,Help_Volume,Help_Tinnitus,Help_Tinnitus,True,3.33786e-06,6.9171944e-07,0.9999999
881,translate for russian,Cmd.TranslationStart,Help_Translate,Help_Translate,True,1.4305115e-06,4.4206777e-07,1.0
882,i can't make sense of the app,Help_Home,Default Fallback Intent,Default Fallback Intent,True,2.861023e-06,8.2792945e-07,1.0000001
883,reminder user guide,Help_Reminder,Help_Reminder,Help_Reminder,True,2.3841858e-06,6.480698e-07,0.99999994
884,please volume on right aid,Cmd.VolumeUnmute,Cmd.VolumeUnmute,Cmd.VolumeUnmute,True,2.3841858e-06,7.923758e-07,1.0
885,set reminder for everyday,reminders.add,reminders.add,reminders.add,True,1.4305115e-06,3.8363953e-07,1.0000001
886,begin my aerobics session,Cmd.ActivityAerobics,Cmd.ActivityAerobics,Cmd.ActivityAerobics,True,4.7683716e-06,7.975389e-07,1.0000001
887,please change program to kitchen,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,3.3681198e-07,0.99999994
888,wanted to say hello,Default Fallback Intent,Cmd.ListenMessage,Cmd.ListenMessage,True,1.4305115e-06,5.3631106e-07,1.0000001
889,battery drains fast,Help_Battery,Cmd.BatteryLevel,Cmd.BatteryLevel,True,1.4305115e-06,5.4526487e-07,1.0
890,can you sometimes it's okay to take a day off,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,8.0309417e-07,0.9999999
891,put my hearing back on,Cmd.VolumeUnmute,Cmd.VolumeUnmute,Cmd.VolumeUnmute,True,1.9073486e-06,4.3808924e-07,1.0000001
892,what does the equalizer do,Help_Customize,Help_Home,Help_Home,True,1.9073486e-06,5.5304224e-07,1.0
893,please switch to kitchen program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,4.250099e-07,0.99999994
894,please change to crowd program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,3.9844062e-07,0.99999994
895,is the application of sound,Default Fallback Intent,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,2.1457672e-06,7.2492844e-07,1.0000001
896,what features should i know about,Help_Home,Help_Accessories,Help_Accessories,True,2.3841858e-06,6.3831953e-07,1.0
897,set memory to tinnitus,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,4.2621895e-07,1.0000001
898,do i look good,Default Fallback Intent,Cmd.BatteryLevel,Cmd.BatteryLevel,True,1.9073486e-06,5.713419e-07,1.0
899,how do i talk to someone that’s speaking a different language?,Help_Translate,Default Fallback Intent,Default Fallback Intent,True,2.861023e-06,7.1786997e-07,1.0
900,can my hearing care specialist adjust my hearing aids remotely?,Help_RemoteProgramming,Help_RemoteProgramming,Help_RemoteProgramming,True,1.9073486e-06,5.039599e-07,1.0000001
901,where did i put my other hearing aid?,Help_FindMyHearingAids,Help_FindMyHearingAids,Help_FindMyHearingAids,True,2.3841858e-06,4.5474684e-07,1.0
902,can you help with volume adjustment on my hearing aid,Help_Volume,Help_Volume,Help_Volume,True,2.3841858e-06,6.754866e-07,1.0
903,can you switch to program two,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.66893e-06,4.3582628e-07,0.9999998
904,how do i get my right hearing aid to stream,Help_Accessories,Help_Accessories,Help_Accessories,True,2.3841858e-06,6.437563e-07,1.0000002
905,i need help with pairing the aids,Help_Pairing,Help_Pairing,Help_Pairing,True,1.9073486e-06,4.867754e-07,1.0
906,can you alexa,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,6.7826426e-07,0.99999994
907,can you minimum sound,Cmd.VolumeDecrease,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,7.1656285e-07,1.0
908,please switch to music memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.454063e-07,1.0
909,pairing my hearing aids with the thrive app,Help_Pairing,Help_Pairing,Help_Pairing,True,2.3841858e-06,4.938297e-07,0.9999999
910,how much longer do i need to stand,Cmd.ActivityStand,Cmd.ActivityRun,Cmd.ActivityRun,True,2.861023e-06,6.701601e-07,1.0
911,can you help me intercept a fall alert,Help_FallAlert,Help_FallAlert,Help_FallAlert,True,2.6226044e-06,8.604113e-07,1.0000001
912,send my message,Cmd.SendMessage,Cmd.SendMessage,Cmd.SendMessage,True,1.4305115e-06,3.8961963e-07,1.0
913,set memory to three,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,3.1381487e-07,1.0
914,change to work,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,4.925757e-07,0.9999999
915,what's the latest cricket score?,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,5.265077e-07,1.0000001
916,okay microphone,Default Fallback Intent,Help_SelfCheck,Help_SelfCheck,True,3.8146973e-06,9.589355e-07,1.0
917,can you youtube videos,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.5497208e-06,5.4601645e-07,1.0
918,please change program to number one,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,2.9320321e-07,1.0000001
919,would you send a message for me,Cmd.SendMessage,Cmd.SendMessage,Cmd.SendMessage,True,1.4305115e-06,4.1328255e-07,1.0000001
920,i can't hear the,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.861023e-06,1.025762e-06,0.99999994
921,is my hearing aid connected to the app?,Help_Pairing,Help_Pairing,Help_Pairing,True,3.0994415e-06,1.2266008e-06,1.0
922,please change to memory two,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.349113e-07,0.99999994
923,can you auditorium setting,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.763143e-07,1.0
924,how do i link a location to my memory?,Help_MemoryOptions,Help_MemoryOptions,Help_MemoryOptions,True,2.861023e-06,7.862568e-07,1.0000001
925,please where's dnn speech enhancement?,Help_IntelliVoice,Default Fallback Intent,Default Fallback Intent,True,1.66893e-06,5.3016765e-07,1.0000001
926,communicate via text,Cmd.SendMessage,Default Fallback Intent,Default Fallback Intent,True,1.66893e-06,3.7618895e-07,0.99999994
927,how often should i use intellivoice?,Help_IntelliVoice,Help_IntelliVoice,Help_IntelliVoice,True,1.9073486e-06,4.0154708e-07,0.99999994
928,soften things up,Cmd.VolumeDecrease,Cmd.VolumeIncrease,Cmd.VolumeIncrease,True,1.9073486e-06,6.0179775e-07,1.0
929,please change to mask memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,3.4194244e-07,1.0
930,make my surroundings quieter,Cmd.VolumeDecrease,Cmd.VolumeIncrease,Cmd.VolumeIncrease,True,3.33786e-06,6.908453e-07,0.99999994
931,can you finish reminder.,reminders.complete,reminders.add,reminders.add,True,1.9073486e-06,5.974843e-07,1.0
932,angry orchard beer,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,5.713419e-07,1.0
933,how do i use thrive assistant,Help_VoiceAssistant,Help_VoiceAssistant,Help_VoiceAssistant,True,1.9073486e-06,3.8610673e-07,1.0
934,can you tell me what my step goal is,Cmd.ActivityStep,Cmd.ActivityStep,Cmd.ActivityStep,True,2.861023e-06,7.489794e-07,1.0000001
935,can i assign a location to my memory?,Help_MemoryOptions,Help_MemoryOptions,Help_MemoryOptions,True,2.3841858e-06,7.295442e-07,1.0000001
936,please turn the sound down,Cmd.VolumeDecrease,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,1.9073486e-06,6.421878e-07,0.99999994
937,can you so that your hearing,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.4305115e-06,4.03181e-07,0.9999999
938,how much battery,Cmd.BatteryLevel,Cmd.BatteryLevel,Cmd.BatteryLevel,True,1.4305115e-06,3.9494614e-07,1.0
939,how do i toggle my hearing programs,Help_ChangingMemories,Help_Customize,Help_Customize,True,2.861023e-06,9.284959e-07,1.0
940,how will i know when the audiologist adjusted my hearing aids?,Help_RemoteProgramming,Help_RemoteProgramming,Help_RemoteProgramming,True,1.9073486e-06,5.7552467e-07,1.0000001
941,change to mask mode,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.9180904e-07,1.0
942,how do you spell keep my microphone,Default Fallback Intent,Cmd.ActivityCycle,Cmd.ActivityCycle,True,3.8146973e-06,1.0875233e-06,0.9999999
943,step calories,Cmd.ActivityStep,Cmd.ActivityStep,Cmd.ActivityStep,True,1.9073486e-06,5.7356397e-07,1.0
944,please change to everyday,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.1457672e-06,6.6748055e-07,1.0
945,can i turn off tinnitus,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,1.9073486e-06,5.1487433e-07,1.0
946,what's new in this engage app?,Help_WhatsNew,Help_WhatsNew,Help_WhatsNew,True,1.9073486e-06,5.9735356e-07,1.0
947,how to change my step goals from weekly to daily?,Help_Health,Help_Health,Help_Health,True,3.33786e-06,6.253913e-07,0.9999999
948,how will i know when my professional adjusted the hearing aids?,Help_RemoteProgramming,Help_RemoteProgramming,Help_RemoteProgramming,True,2.861023e-06,8.460984e-07,1.0
949,stop casting to my hearing aids,Cmd.StreamingStop,Help_SelfCheck,Help_SelfCheck,True,3.33786e-06,8.799528e-07,1.0
950,can you help with remote mic,Help_Accessories,Help_Accessories,Help_Accessories,True,1.4305115e-06,5.319976e-07,1.0000001
951,change to mute,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.5497208e-06,4.5899498e-07,0.9999999
952,please change program to worship,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,2.9750038e-07,1.0000001
953,please switch program to office,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.861023e-06,4.8463085e-07,1.0
954,please remind me to pick up my car friday morning,reminders.add,reminders.add,reminders.add,True,2.3841858e-06,4.4317883e-07,1.0
955,switch memory to speech,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.3867462e-07,1.0
956,how do remote fittings work,Help_RemoteProgramming,Help_Accessories,Help_Accessories,True,1.9073486e-06,7.2930726e-07,1.0
957,please remind me to wash the car,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,5.23632e-07,1.0000001
958,my ears keep ringing what can i do,Help_Tinnitus,Help_InsertDevice,Help_InsertDevice,True,2.3841858e-06,6.505615e-07,0.99999994
959,please sync car bluetooth to hearing aid,Help_Pairing,Help_Pairing,Help_Pairing,True,1.4305115e-06,5.2660573e-07,1.0
960,turn on the answer double tap slept here.,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,9.536743e-07,3.8586165e-07,1.0
961,please play frank sinatra,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,6.915969e-07,0.99999994
962,how do i increase my kind score?,Help_ThriveScore,Help_ThriveScore,Help_ThriveScore,True,2.1457672e-06,6.2323454e-07,0.99999994
963,can you phone a friend,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,6.957143e-07,1.0000001
964,new reminder,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,4.857256e-07,0.99999994
965,please set memory to number three,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.3841858e-06,4.5399526e-07,1.0
966,begin a walk,Cmd.ActivityWalk,Cmd.ActivityWalk,Cmd.ActivityWalk,True,1.9073486e-06,5.5238866e-07,1.0
967,what accessories work with my aids,Help_Accessories,Help_Accessories,Help_Accessories,True,2.3841858e-06,5.289953e-07,0.9999999
968,can you car memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.733406e-07,1.0000001
969,can you change program to number four,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.2429096e-07,1.0
970,how do i use,Default Fallback Intent,Help_IntelliVoice,Help_IntelliVoice,True,1.9073486e-06,5.923865e-07,1.0000002
971,please i cannot find my right hearing aid,Help_FindMyHearingAids,Help_FindMyHearingAids,Help_FindMyHearingAids,True,1.9073486e-06,5.8395557e-07,0.99999994
972,telephone missing,Cmd.FindMyPhone,Cmd.FindMyPhone,Cmd.FindMyPhone,True,1.0728836e-06,4.1769002e-07,1.0
973,help with the ipro score,Help_ThriveScore,Help_ThriveScore,Help_ThriveScore,True,2.1457672e-06,6.146729e-07,0.99999994
974,detect android phone,Cmd.FindMyPhone,Cmd.FindMyPhone,Cmd.FindMyPhone,True,1.9073486e-06,2.6665236e-07,1.0000001
975,please switch to personal,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.7122192e-07,1.0000001
976,please latest reminder completed.,reminders.complete,reminders.complete,reminders.complete,True,1.4305115e-06,4.786671e-07,1.0000001
977,please change memory to personal,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.3841858e-06,4.5997533e-07,1.0
978,can you set to noise memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,3.8377027e-07,0.9999999
979,can you sizzlers in initiated by cham tap here to inform them that you received this order,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,6.251952e-07,0.9999999
980,can you heart rate recovery user guide,Help_HeartRateRecovery,Help_HeartRateRecovery,Help_HeartRateRecovery,True,2.861023e-06,5.6921783e-07,1.0
981,how do i adjust the volume on just the left hearing aid?,Help_Volume,Help_Volume,Help_Volume,True,2.861023e-06,7.6466483e-07,1.0
982,please remember to take my medicine tuesday morning at 10 a.m.,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,5.881057e-07,0.99999994
983,remind me of video everyday at noon,reminders.add,reminders.add,reminders.add,True,1.4305115e-06,5.2755337e-07,1.0
984,how do i locate my right aid?,Help_FindMyHearingAids,Help_FindMyHearingAids,Help_FindMyHearingAids,True,3.8146973e-06,1.044127e-06,0.9999999
985,how much have i walked?,Cmd.ActivityWalk,Cmd.ActivityWalk,Cmd.ActivityWalk,True,2.861023e-06,6.26437e-07,0.9999999
986,how do i turn the wind noise down,Help_Customize,Help_Volume,Help_Volume,True,2.861023e-06,7.8904264e-07,1.0000001
987,can you change program to noise,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,7.1525574e-07,2.737108e-07,0.99999994
988,can you change to quiet program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.3841858e-06,5.0569537e-07,1.0000001
989,help with changing programs on the phone,Help_ChangingMemories,Help_ChangingMemories,Help_ChangingMemories,True,1.9073486e-06,4.8739213e-07,0.99999994
990,can you hear it again.,Cmd.ListenMessage,Default Fallback Intent,Default Fallback Intent,True,2.1457672e-06,5.024567e-07,1.0
991,can you set to master program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.0728836e-06,3.86891e-07,1.0000001
992,i want pure silence,Cmd.VolumeMute,Cmd.VolumeMute,Cmd.VolumeMute,True,2.6226044e-06,7.859709e-07,1.0000001
993,can you volume on left aid,Cmd.VolumeUnmute,Cmd.VolumeUnmute,Cmd.VolumeUnmute,True,1.4305115e-06,4.945486e-07,1.0000001
994,how do you do,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.3841858e-06,8.603133e-07,0.99999994
995,how do i clean my ric hearing aids?,Help_CleanCare,Help_CleanCare,Help_CleanCare,True,1.4305115e-06,4.847452e-07,1.0
996,what's new?,Help_WhatsNew,Help_HearShare,Help_HearShare,True,2.861023e-06,6.885905e-07,1.0
997,where is help for intellivoice,Help_IntelliVoice,Help_IntelliVoice,Help_IntelliVoice,True,2.861023e-06,8.8518124e-07,1.0000001
998,did i drop my aids somewhere,Help_FindMyHearingAids,Help_FindMyHearingAids,Help_FindMyHearingAids,True,2.861023e-06,8.7132577e-07,1.0000001
999,what size battery does my hearing aid use,Help_Battery,Help_Battery,Help_Battery,True,3.8146973e-06,9.905351e-07,1.0
1000,when do i cancel an alert text message?,Help_FallAlert,Help_FallAlert,Help_FallAlert,True,2.7418137e-06,7.466266e-07,0.99999994
1001,please switch to auditorium program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,3.2115923e-07,0.99999994
1002,show me my step goal?,Cmd.ActivityStep,Cmd.ActivityStep,Cmd.ActivityStep,True,2.3841858e-06,6.577425e-07,1.0
1003,can you play last voice message.,Cmd.ListenMessage,Cmd.ListenMessage,Cmd.ListenMessage,True,1.4305115e-06,3.7769215e-07,1.0
1004,not screaming loud enough,Default Fallback Intent,Cmd.StreamingStop,Cmd.StreamingStop,True,2.3841858e-06,5.506894e-07,1.0
1005,please heart rate recovery help,Help_HeartRateRecovery,Help_HeartRateRecovery,Help_HeartRateRecovery,True,1.4305115e-06,3.688691e-07,1.0000001
1006,is it ok to push the hearing aid in deep?,Help_InsertDevice,Help_InsertDevice,Help_InsertDevice,True,1.5497208e-06,5.612771e-07,1.0
1007,how do i create my own memory for my hearing aid?,Help_MemoryOptions,Help_MemoryOptions,Help_MemoryOptions,True,2.3841858e-06,7.485873e-07,1.0
1008,how do i use find my hearing aids,Help_FindMyHearingAids,Help_FindMyHearingAids,Help_FindMyHearingAids,True,2.3841858e-06,7.717233e-07,0.99999994
1009,stop piping audio to my ears,Cmd.StreamingStop,Cmd.StreamingStart,Cmd.StreamingStart,True,2.3841858e-06,6.909433e-07,1.0
1010,how do i automatically change to a different memory for phone calls,Help_DeviceSettings,Default Fallback Intent,Default Fallback Intent,True,3.33786e-06,7.1626874e-07,1.0000001
1011,can you switch to telephone memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.077559e-07,1.0000001
1012,please locate a bowling alley nearby,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.66893e-06,5.7630893e-07,1.0
1013,can you set to pub program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,3.248927e-07,1.0000001
1014,help with white noise adjustments in my hearing aids,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,2.3841858e-06,7.7159257e-07,1.0
1015,can you ek divas jam to send the money,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.861023e-06,5.7012466e-07,0.99999994
1016,can you set up a reminder for me,reminders.add,reminders.add,reminders.add,True,3.33786e-06,5.338276e-07,1.0
1017,help with the remote mic,Help_Accessories,Help_Accessories,Help_Accessories,True,2.861023e-06,7.2100704e-07,1.0
1018,and push it down for dramatics,Default Fallback Intent,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,1.4305115e-06,5.1310974e-07,0.99999994
1019,can you i don’t have a normal memory,Help_MemoryOptions,Default Fallback Intent,Default Fallback Intent,True,2.861023e-06,9.3537466e-07,0.9999998
1020,quiet everything down to nothing,Cmd.VolumeMute,Cmd.VolumeDecrease,Cmd.VolumeDecrease,True,1.9073486e-06,5.814721e-07,1.0
1021,can i change the ringtones on my hearing aid?,Help_DeviceSettings,Help_InsertDevice,Help_InsertDevice,True,1.9073486e-06,6.732972e-07,1.0000001
1022,much appreciated,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,3.33786e-06,8.398242e-07,1.0
1023,setup reminder to take medicine at 1 p.m.,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,4.399764e-07,1.0000001
1024,help with changing programs on my aid,Help_ChangingMemories,Help_ChangingMemories,Help_ChangingMemories,True,1.9073486e-06,6.458477e-07,1.0
1025,what is intellivoice,Help_IntelliVoice,Help_IntelliVoice,Help_IntelliVoice,True,1.9073486e-06,4.5951782e-07,0.9999999
1026,can you discover revelation,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.4305115e-06,4.7637965e-07,1.0
1027,is my heart rate recovery good?,Help_HeartRateRecovery,Help_HeartRateRecovery,Help_HeartRateRecovery,True,2.3841858e-06,6.20751e-07,1.0000002
1028,have long have i been jogging?,Cmd.ActivityRun,Cmd.ActivityCycle,Cmd.ActivityCycle,True,1.4305115e-06,4.7160867e-07,1.0000001
1029,can you change program to outdoors,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.1920929e-06,2.93579e-07,1.0
1030,schedule appointment tomorrow,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,5.1039746e-07,0.9999999
1031,please turn off the volume in my left hearing aid,Cmd.VolumeMute,Cmd.VolumeMute,Cmd.VolumeMute,True,2.3841858e-06,7.1891566e-07,0.99999994
1032,please set an doctors appointment for tomorrow at 10 am,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,7.0989654e-07,0.99999994
1033,remind me to take my medicine today in one minute,reminders.add,reminders.add,reminders.add,True,2.3841858e-06,5.672898e-07,0.9999999
1034,set to office memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.1920929e-06,2.989382e-07,1.0000001
1035,how do i turn up the tinnitus noise?,Help_Tinnitus,Help_Tinnitus,Help_Tinnitus,True,1.9073486e-06,5.1840357e-07,0.9999999
1036,please since you're coming up pretty soon,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.4305115e-06,4.9095405e-07,1.0
1037,how do i use voice commands,Help_VoiceAssistant,Help_VoiceAssistant,Help_VoiceAssistant,True,2.861023e-06,6.627994e-07,1.0
1038,what should i wear today,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,2.861023e-06,8.804756e-07,1.0
1039,hear it again.,Cmd.ListenMessage,Cmd.VolumeIncrease,Cmd.VolumeIncrease,True,3.8146973e-06,6.8127065e-07,1.0
1040,please change memory to home,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,4.0782126e-07,1.0000001
1041,please change to kitchen,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,3.6919587e-07,1.0000001
1042,i lost the connection to my hearing aids,Help_Pairing,Cmd.StreamingStart,Cmd.StreamingStart,True,1.9073486e-06,5.643488e-07,1.0
1043,what should i do first here,Help_Home,Help_Home,Help_Home,True,1.4305115e-06,6.267638e-07,1.0
1044,can you i misplaced my aid,Help_FindMyHearingAids,Help_FindMyHearingAids,Help_FindMyHearingAids,True,1.9073486e-06,6.2009747e-07,1.0000001
1045,how is the wellness score calculated?,Help_ThriveScore,Help_ThriveScore,Help_ThriveScore,True,2.3841858e-06,5.764397e-07,1.0000001
1046,switch memory to number one,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.1920929e-06,3.472771e-07,0.99999994
1047,please savory someone sucking reasons,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.9073486e-06,4.564461e-07,1.0
1048,convert this foreign language to english,Cmd.TranslationStart,Cmd.TranslationStart,Cmd.TranslationStart,True,2.861023e-06,8.9511536e-07,1.0
1049,who has the best chinese food in sioux falls,Default Fallback Intent,Default Fallback Intent,Default Fallback Intent,True,1.4305115e-06,4.4102208e-07,0.99999994
1050,edge mode help,Help_EdgeMode,Help_EdgeMode,Help_EdgeMode,True,3.8146973e-06,9.0957536e-07,1.0000001
1051,how do i unmute the volume?,Help_Volume,Help_Volume,Help_Volume,True,2.861023e-06,5.8663517e-07,1.0000001
1052,mute the hearing aids,Cmd.VolumeMute,Cmd.VolumeMute,Cmd.VolumeMute,True,1.9073486e-06,5.073584e-07,1.0
1053,how do i use the translation tool,Help_Translate,Default Fallback Intent,Default Fallback Intent,True,2.6226044e-06,9.181207e-07,1.0
1054,can you increase the loudness in my aids,Cmd.VolumeIncrease,Cmd.VolumeIncrease,Cmd.VolumeIncrease,True,1.9073486e-06,6.010135e-07,1.0000001
1055,show me the help for translate,Help_Translate,Help_Translate,Help_Translate,True,2.861023e-06,5.113451e-07,0.9999999
1056,drop a message,Cmd.SendMessage,Cmd.SendMessage,Cmd.SendMessage,True,2.3841858e-06,5.317362e-07,1.0
1057,remember to wash the car in 4 hours,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,6.3601163e-07,0.99999994
1058,how do i change memories on my hearing aids?,Help_ChangingMemories,Help_ChangingMemories,Help_ChangingMemories,True,2.3841858e-06,7.5812926e-07,1.0
1059,please switch program to worship,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,3.5004658e-07,1.0
1060,how do i add an automatic telephone program?,Help_DeviceSettings,Help_DeviceSettings,Help_DeviceSettings,True,1.013279e-06,3.4521022e-07,1.0
1061,please set to quiet program,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.4305115e-06,4.461852e-07,1.0000001
1062,show me my weekly health summary,Help_Health,Help_Health,Help_Health,True,1.4305115e-06,5.276269e-07,0.99999994
1063,please turn the sound up,Cmd.VolumeIncrease,Cmd.VolumeIncrease,Cmd.VolumeIncrease,True,1.9073486e-06,5.086002e-07,1.0
1064,remind me to go to work the 19th of august,reminders.add,reminders.add,reminders.add,True,1.9073486e-06,4.620667e-07,0.9999999
1065,go back to normal mode,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,1.9073486e-06,5.3415437e-07,0.99999994
1066,please set program to pub,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,9.536743e-07,2.9161833e-07,1.0000001
1067,end my tv streaming,Cmd.StreamingStop,Cmd.StreamingStop,Cmd.StreamingStop,True,1.9073486e-06,4.935683e-07,1.0000001
1068,do i have cros or wicros?,Help_WiCROS,Help_WiCROS,Help_WiCROS,True,2.1457672e-06,5.6715913e-07,1.0
1069,remind me to check my computer,reminders.add,reminders.add,reminders.add,True,2.3841858e-06,6.336915e-07,0.9999999
1070,what's the best battery for my aids,Help_Battery,Help_Battery,Help_Battery,True,4.2915344e-06,6.5878817e-07,1.0000001
1071,what's my total thrive number,Help_ThriveScore,Help_Home,Help_Home,True,1.9073486e-06,6.5336366e-07,1.0000001
1072,can you home memory,Cmd.MemoryChange,Cmd.MemoryChange,Cmd.MemoryChange,True,2.3841858e-06,4.894509e-07,1.0000001
1073,can you play my message,Cmd.ListenMessage,Cmd.ListenMessage,Cmd.ListenMessage,True,3.8146973e-06,8.4374557e-07,1.0000001
1074,please start translating in french,Cmd.TranslationStart,Cmd.TranslationStart,Cmd.TranslationStart,True,1.9073486e-06,5.280762e-07,1.0000001
1075,how do i turn down background noise?,Help_Customize,Help_Volume,Help_Volume,True,2.3841858e-06,7.3264044e-07,0.9999999
