text,intent,source,rejected_intent,family,held_out,symptom,axis,role
uh please switch to tinnitu,Cmd.MemoryChange,F5_stt:filler+drop_plural,,,,,,
er cani go back to my original settings,Help_RemoteProgramming,F5_stt:merge_boundary+filler,,,,,,
uh salsaon my left,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
uh how do i go main screen,Help_Home,F5_stt:filler+drop_function_word,,,,,,
er what is biking goal,Cmd.ActivityCycle,F5_stt:filler+drop_function_word,,,,,,
um what is advancedmode,Help_AppSettings,F5_stt:merge_boundary+filler,,,,,,
whattext came in for me,Cmd.ListenMessage,F5_stt:merge_boundary+drop_plural,,,,,,
you change programto automatic,Cmd.MemoryChange,F5_stt:merge_boundary+drop_function_word,,,,,,
er can you guideme,Help_Home,F5_stt:merge_boundary+filler,,,,,,
uh solve this mathproblem,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
where doi find mute button,Default Fallback Intent,F5_stt:drop_function_word+merge_boundary,,,,,,
how do i change mammaries on the hearing,Help_ChangingMemories,F5_stt:truncate_tail+homophone,,,,,,
can theaudiologist adjust the hearing aid,Help_RemoteProgramming,F5_stt:truncate_tail+merge_boundary,,,,,,
how do i change memories onaids,Help_ChangingMemories,F5_stt:drop_function_word+merge_boundary,,,,,,
er how doi get remote support,Help_HearingCareAnywhereConnect,F5_stt:filler+merge_boundary,,,,,,
um will they survive theevening,Cmd.BatteryLevel,F5_stt:merge_boundary+filler,,,,,,
uh he did just change,Default Fallback Intent,F5_stt:filler+drop_function_word,,,,,,
uh switch memoryto television,Cmd.MemoryChange,F5_stt:merge_boundary+filler,,,,,,
how do i adjust the value on just one,Help_Volume,F5_stt:truncate_tail+homophone,,,,,,
uh iam up,Default Fallback Intent,F5_stt:filler+merge_boundary,,,,,,
er you i misplaced my aids,Help_FindMyHearingAids,F5_stt:drop_function_word+filler,,,,,,
can set a remind her to take medication today at 5 p m,reminders.add,F5_stt:drop_function_word+homophone,,,,,,
er you set to everyday memory,Cmd.MemoryChange,F5_stt:filler+drop_function_word,,,,,,
er share my audio so others can,Help_HearShare,F5_stt:truncate_tail+filler,,,,,,
um restore myhearing now,Cmd.VolumeUnmute,F5_stt:merge_boundary+filler,,,,,,
please set remind her 5 p m,reminders.add,F5_stt:drop_function_word+homophone,,,,,,
i connect an externalmic,Help_Accessories,F5_stt:merge_boundary+drop_function_word,,,,,,
uh how to hear less wind with edge,Help_EdgeMode,F5_stt:truncate_tail+filler,,,,,,
um what isvoice ai for,Help_IntelliVoice,F5_stt:merge_boundary+filler,,,,,,
er show me jogging goal,Cmd.ActivityRun,F5_stt:filler+drop_function_word,,,,,,
you change to tinnitu,Cmd.MemoryChange,F5_stt:drop_plural+drop_function_word,,,,,,
i have something i need,reminders.add,F5_stt:truncate_tail+drop_function_word,,,,,,
set reminda for dinner with tom,reminders.add,F5_stt:truncate_tail+homophone,,,,,,
how do i let caregiver,Help_HearShare,F5_stt:drop_function_word+truncate_tail,,,,,,
er do i need to recharge,Cmd.BatteryLevel,F5_stt:truncate_tail+filler,,,,,,
um can you maximum loudnes,Cmd.VolumeIncrease,F5_stt:drop_plural+filler,,,,,,
help with the speechenhancement,Help_IntelliVoice,F5_stt:truncate_tail+merge_boundary,,,,,,
uh help with tinnitus volume adjustment in aid,Help_Tinnitus,F5_stt:filler+drop_function_word,,,,,,
um set a reminda for me please,reminders.add,F5_stt:filler+homophone,,,,,,
how do i acces hearing aid memories,Help_ChangingMemories,F5_stt:drop_function_word+drop_plural,,,,,,
you switch programme to music,Cmd.MemoryChange,F5_stt:homophone+drop_function_word,,,,,,
um switch to music,Cmd.MemoryChange,F5_stt:drop_function_word+filler,,,,,,
remind me pay my credit card,reminders.add,F5_stt:drop_function_word+truncate_tail,,,,,,
er can you turnvolume on,Cmd.VolumeUnmute,F5_stt:merge_boundary+filler,,,,,,
locate hearing aidsfor me,Help_FindMyHearingAids,F5_stt:merge_boundary+drop_function_word,,,,,,
you remaining batteries,Cmd.BatteryLevel,F5_stt:drop_function_word+homophone,,,,,,
canyou change program outdoors,Cmd.MemoryChange,F5_stt:merge_boundary+drop_function_word,,,,,,
um pleasechange to music,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
uh can you there is a problem with my hearing,Help_SelfCheck,F5_stt:truncate_tail+filler,,,,,,
um can you change tooffice program,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
uh can you yeahjust take a little off yeah,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
sund my phone so i can locate,Cmd.FindMyPhone,F5_stt:truncate_tail+homophone,,,,,,
how can i customize right hearing,Help_Customize,F5_stt:drop_function_word+truncate_tail,,,,,,
er can youdutch translation,Cmd.TranslationStart,F5_stt:merge_boundary+filler,,,,,,
when shouldi use dnn speech,Help_IntelliVoice,F5_stt:truncate_tail+merge_boundary,,,,,,
uh savory someone sucking reasons,Default Fallback Intent,F5_stt:filler+drop_function_word,,,,,,
pleaseswitch to home memery,Cmd.MemoryChange,F5_stt:homophone+merge_boundary,,,,,,
um are the batterie healthy,Cmd.BatteryLevel,F5_stt:drop_plural+filler,,,,,,
what does the tinniti feature do,Help_Tinnitus,F5_stt:homophone+drop_plural,,,,,,
um explain howto insert my aids,Help_InsertDevice,F5_stt:merge_boundary+filler,,,,,,
um can you switch to restaurant,Cmd.MemoryChange,F5_stt:filler+truncate_tail,,,,,,
er where is the serial,Help_DeviceSettings,F5_stt:filler+truncate_tail,,,,,,
please pairing hearingaids on thrive app,Help_Pairing,F5_stt:drop_function_word+merge_boundary,,,,,,
turn volumeto normal,Cmd.VolumeUnmute,F5_stt:drop_function_word+merge_boundary,,,,,,
uh change everyday,Cmd.MemoryChange,F5_stt:filler+drop_function_word,,,,,,
where did i leave myother,Help_FindMyHearingAids,F5_stt:merge_boundary+truncate_tail,,,,,,
change memery tomeeting,Cmd.MemoryChange,F5_stt:merge_boundary+homophone,,,,,,
er can you settingfour,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
speech tooquiet,Cmd.VolumeIncrease,F5_stt:drop_function_word+merge_boundary,,,,,,
canyou change golf program,Cmd.MemoryChange,F5_stt:drop_function_word+merge_boundary,,,,,,
how do remote update to my aids,Help_RemoteProgramming,F5_stt:drop_plural+truncate_tail,,,,,,
the device will not stay seated inear,Help_InsertDevice,F5_stt:drop_function_word+merge_boundary,,,,,,
er pandora,Default Fallback Intent,F5_stt:filler,,,,,,
howdo intellivoice,Help_IntelliVoice,F5_stt:drop_function_word+merge_boundary,,,,,,
how do i create my own memoryfor my 8s,Help_MemoryOptions,F5_stt:merge_boundary+homophone,,,,,,
um can you show mean overview of this app,Help_WhatsNew,F5_stt:merge_boundary+filler,,,,,,
aides cut out intermittently,Help_DeviceSettings,F5_stt:homophone+drop_function_word,,,,,,
um memery number four,Cmd.MemoryChange,F5_stt:homophone+filler,,,,,,
how everything' workingfor us,Default Fallback Intent,F5_stt:merge_boundary+drop_plural,,,,,,
um can you remind me to vitamin d at 7 p m,reminders.add,F5_stt:truncate_tail+filler,,,,,,
how do i decreasethe volumn,Help_Volume,F5_stt:merge_boundary+homophone,,,,,,
uh give me abattery reading,Cmd.BatteryLevel,F5_stt:merge_boundary+filler,,,,,,
uh please help me find my herring aids,Help_FindMyHearingAids,F5_stt:homophone+filler,,,,,,
set pro gram school,Cmd.MemoryChange,F5_stt:drop_function_word+homophone,,,,,,
er please turn up the loudness on my hearing aides,Cmd.VolumeIncrease,F5_stt:homophone+filler,,,,,,
can youreminda completed,reminders.complete,F5_stt:homophone+merge_boundary,,,,,,
create a daily remind her to take medication at 5 p,reminders.add,F5_stt:truncate_tail+homophone,,,,,,
uh track myheart rate recovery,Help_HeartRateRecovery,F5_stt:merge_boundary+filler,,,,,,
uh please change memory four,Cmd.MemoryChange,F5_stt:drop_function_word+filler,,,,,,
uh can you turn up the loudnesson my hearing aids,Cmd.VolumeIncrease,F5_stt:filler+merge_boundary,,,,,,
uh locate telephone,Cmd.FindMyPhone,F5_stt:filler,,,,,,
uh kid pushes thetop button real quick and let it go the volume goes up,Default Fallback Intent,F5_stt:filler+merge_boundary,,,,,,
um how do i change fall alert settings,Help_AppSettings,F5_stt:drop_function_word+filler,,,,,,
ersearch iphone,Cmd.FindMyPhone,F5_stt:filler+merge_boundary,,,,,,
youhome setting,Cmd.MemoryChange,F5_stt:drop_function_word+merge_boundary,,,,,,
uh can you mark lastreminder complete,reminders.complete,F5_stt:filler+merge_boundary,,,,,,
uh please switch mammary to one,Cmd.MemoryChange,F5_stt:homophone+filler,,,,,,
search for my fone,Cmd.FindMyPhone,F5_stt:homophone+drop_function_word,,,,,,
uh please switchprogram to golf,Cmd.MemoryChange,F5_stt:merge_boundary+filler,,,,,,
um holdon,Default Fallback Intent,F5_stt:filler+merge_boundary,,,,,,
uh pleasei need help pairing,Help_Pairing,F5_stt:merge_boundary+filler,,,,,,
uh you set to auditorium program,Cmd.MemoryChange,F5_stt:filler+drop_function_word,,,,,,
how do i get better brain,Help_ThriveScore,F5_stt:truncate_tail+drop_function_word,,,,,,
uh can you set to theater,Cmd.MemoryChange,F5_stt:filler+truncate_tail,,,,,,
uh can change memory to golf,Cmd.MemoryChange,F5_stt:drop_function_word+filler,,,,,,
can youi wonder if i put it in here,Default Fallback Intent,F5_stt:truncate_tail+merge_boundary,,,,,,
youburned calories today,Cmd.ActivityCalories,F5_stt:drop_function_word+merge_boundary,,,,,,
um help with tinnitu masker adjustments in my hearing aid,Help_Tinnitus,F5_stt:filler+drop_plural,,,,,,
i would like to set up,reminders.add,F5_stt:drop_function_word+truncate_tail,,,,,,
um whatis a good gift idea,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
er what is new inthis app,Help_WhatsNew,F5_stt:filler+merge_boundary,,,,,,
um how do i disabled masque mode,Help_MaskMode,F5_stt:homophone+filler,,,,,,
let mehear things once,Cmd.VolumeUnmute,F5_stt:truncate_tail+merge_boundary,,,,,,
uh please change tonoise,Cmd.MemoryChange,F5_stt:merge_boundary+filler,,,,,,
increase whati am hearin,Cmd.VolumeIncrease,F5_stt:merge_boundary+homophone,,,,,,
change programtwo,Cmd.MemoryChange,F5_stt:drop_function_word+merge_boundary,,,,,,
er hey send message,Cmd.SendMessage,F5_stt:drop_function_word+filler,,,,,,
er how do i set up audio,Help_DeviceSettings,F5_stt:truncate_tail+filler,,,,,,
er fire off a massage,Cmd.SendMessage,F5_stt:homophone+filler,,,,,,
um how could i initiate a manualalert text message,Help_FallAlert,F5_stt:merge_boundary+filler,,,,,,
how do i change memorie on my herring aid,Help_ChangingMemories,F5_stt:drop_plural+homophone,,,,,,
uh what is thrive trans late,Help_Translate,F5_stt:filler+homophone,,,,,,
can you add reminda,reminders.add,F5_stt:homophone+drop_function_word,,,,,,
re mind me of blood brothers,reminders.add,F5_stt:homophone+drop_function_word,,,,,,
um what does activity score,Help_ThriveScore,F5_stt:filler+truncate_tail,,,,,,
um end thesilence,Cmd.VolumeUnmute,F5_stt:merge_boundary+filler,,,,,,
um can you remind me to drink some water in 5,reminders.add,F5_stt:filler+truncate_tail,,,,,,
send the soundto aids,Cmd.StreamingStart,F5_stt:merge_boundary+drop_function_word,,,,,,
i do not like the double tap feature how do i turn it,Help_DeviceSettings,F5_stt:truncate_tail+drop_function_word,,,,,,
uh how do i change the name of accessory,Help_Accessories,F5_stt:drop_function_word+filler,,,,,,
aids soundtinny,Help_DeviceSettings,F5_stt:drop_function_word+merge_boundary,,,,,,
i lost hearingaid,Help_FindMyHearingAids,F5_stt:drop_function_word+merge_boundary,,,,,,
er maximum loudnes,Cmd.VolumeIncrease,F5_stt:drop_plural+filler,,,,,,
that do is finished mark it,reminders.complete,F5_stt:drop_function_word+truncate_tail,,,,,,
how do i change to another program on my hearing aide,Help_ChangingMemories,F5_stt:homophone+drop_plural,,,,,,
er please show memy standing goal,Cmd.ActivityStand,F5_stt:merge_boundary+filler,,,,,,
er can you i am walking and they did not,Default Fallback Intent,F5_stt:filler+truncate_tail,,,,,,
um please switch programto gym,Cmd.MemoryChange,F5_stt:merge_boundary+filler,,,,,,
er what is the firmware version of myaid,Help_DeviceSettings,F5_stt:filler+merge_boundary,,,,,,
please my left herring aid does not,Help_SelfCheck,F5_stt:truncate_tail+homophone,,,,,,
er please latest reminda completed,reminders.complete,F5_stt:homophone+filler,,,,,,
please newt hearing aids,Cmd.VolumeMute,F5_stt:homophone+drop_function_word,,,,,,
can you help with loudnes changes onmy aid,Help_Volume,F5_stt:merge_boundary+drop_plural,,,,,,
uh guide me on edg mode,Help_EdgeMode,F5_stt:homophone+filler,,,,,,
can reminda for this evening,reminders.add,F5_stt:homophone+drop_function_word,,,,,,
readlatest text,Cmd.ListenMessage,F5_stt:drop_function_word+merge_boundary,,,,,,
play backtexts,Cmd.ListenMessage,F5_stt:drop_function_word+merge_boundary,,,,,,
how do i adjust loudness on just the right,Help_Volume,F5_stt:truncate_tail+drop_function_word,,,,,,
please these keepdoing this,Default Fallback Intent,F5_stt:drop_plural+merge_boundary,,,,,,
umtrack my workout,Cmd.ActivityExercise,F5_stt:filler+merge_boundary,,,,,,
how do i customize my hearing 8 memorie,Help_MemoryOptions,F5_stt:drop_plural+homophone,,,,,,
my professional adjust myaid remotely,Help_RemoteProgramming,F5_stt:drop_function_word+merge_boundary,,,,,,
er the masking soundfeature help,Help_Tinnitus,F5_stt:merge_boundary+filler,,,,,,
how do i start remote care,Help_HearingCareAnywhereConnect,F5_stt:drop_function_word+truncate_tail,,,,,,
only if it is not a problem for,Default Fallback Intent,F5_stt:truncate_tail+drop_function_word,,,,,,
whati the receiver,Help_WiCROS,F5_stt:merge_boundary+drop_plural,,,,,,
batter e life left,Cmd.BatteryLevel,F5_stt:homophone+drop_function_word,,,,,,
er i want sund coming through again,Cmd.VolumeUnmute,F5_stt:filler+homophone,,,,,,
uh ok send amessage,Cmd.SendMessage,F5_stt:merge_boundary+filler,,,,,,
uh plan myvacation,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
uh go ahead and finish that reminda,reminders.complete,F5_stt:homophone+filler,,,,,,
drop a messege to husband,Cmd.SendMessage,F5_stt:drop_function_word+homophone,,,,,,
er batteries,Cmd.BatteryLevel,F5_stt:filler+homophone,,,,,,
can you switch pro gram office,Cmd.MemoryChange,F5_stt:drop_function_word+homophone,,,,,,
er can media find us wherever you get your podcast,Default Fallback Intent,F5_stt:filler+drop_function_word,,,,,,
uh un mute me,Cmd.VolumeUnmute,F5_stt:filler+homophone,,,,,,
um help me track down my,Cmd.FindMyPhone,F5_stt:truncate_tail+filler,,,,,,
explain how to customize my,Help_Customize,F5_stt:homophone+truncate_tail,,,,,,
um add reminder for tomorrow,reminders.add,F5_stt:filler+drop_function_word,,,,,,
er batterylevel please,Cmd.BatteryLevel,F5_stt:merge_boundary+filler,,,,,,
can i tern off tinnitu,Help_Tinnitus,F5_stt:homophone+drop_plural,,,,,,
you have i reached my jogging,Cmd.ActivityRun,F5_stt:truncate_tail+drop_function_word,,,,,,
findthe product name hearing aids,Help_DeviceSettings,F5_stt:merge_boundary+truncate_tail,,,,,,
uh i need help pairing my aid to my,Help_Pairing,F5_stt:truncate_tail+filler,,,,,,
er can you send me a reminderto pay the cable bill on march 3,reminders.add,F5_stt:filler+merge_boundary,,,,,,
uh change to train programme,Cmd.MemoryChange,F5_stt:filler+homophone,,,,,,
guide me on connecting with,Help_HearingCareAnywhereConnect,F5_stt:merge_boundary+truncate_tail,,,,,,
please iton you,Default Fallback Intent,F5_stt:drop_function_word+merge_boundary,,,,,,
er guide me on inserting my hearing,Help_InsertDevice,F5_stt:truncate_tail+filler,,,,,,
er canyou set memory to television,Cmd.MemoryChange,F5_stt:merge_boundary+filler,,,,,,
er how do i turn down the loudness on my hearin aid,Help_Volume,F5_stt:filler+homophone,,,,,,
can pairingmy aids with my phone,Help_Pairing,F5_stt:merge_boundary+drop_function_word,,,,,,
please settelevision program,Cmd.MemoryChange,F5_stt:drop_function_word+merge_boundary,,,,,,
er make areminder to charge my aids,reminders.add,F5_stt:filler+merge_boundary,,,,,,
uh remind her for me,reminders.add,F5_stt:filler+homophone,,,,,,
uh talking about mydaughter,Default Fallback Intent,F5_stt:filler+merge_boundary,,,,,,
uh how will i know when hearing specialist adjusted the hearing aids,Help_RemoteProgramming,F5_stt:filler+drop_function_word,,,,,,
er can you do not make anynoise for a minute,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
please tern thesound off,Cmd.VolumeMute,F5_stt:homophone+merge_boundary,,,,,,
can you send a,Cmd.SendMessage,F5_stt:truncate_tail+drop_function_word,,,,,,
can you showme the quick,Help_WhatsNew,F5_stt:truncate_tail+merge_boundary,,,,,,
uh i want someone listen along,Help_HearShare,F5_stt:filler+drop_function_word,,,,,,
er how do i turn off my headlight,Default Fallback Intent,F5_stt:filler+drop_plural,,,,,,
uh you switch to golf program,Cmd.MemoryChange,F5_stt:drop_function_word+filler,,,,,,
uh help with home screen,Help_Home,F5_stt:drop_function_word+filler,,,,,,
do not forget remind,reminders.add,F5_stt:truncate_tail+drop_function_word,,,,,,
um salat someone aspect,Default Fallback Intent,F5_stt:drop_function_word+filler,,,,,,
er how much have i stood,Cmd.ActivityStand,F5_stt:filler+truncate_tail,,,,,,
turn the valueon,Cmd.VolumeUnmute,F5_stt:homophone+merge_boundary,,,,,,
er please re mind me to refill my prescription tomorrow afternoon,reminders.add,F5_stt:filler+homophone,,,,,,
um how do i see all reminders,Help_Reminder,F5_stt:filler+drop_function_word,,,,,,
can you amazon screenis,Default Fallback Intent,F5_stt:truncate_tail+merge_boundary,,,,,,
seta reminda to take medication today at 5 p m,reminders.add,F5_stt:merge_boundary+homophone,,,,,,
you set pro gram to three,Cmd.MemoryChange,F5_stt:drop_function_word+homophone,,,,,,
please set auditorium pro gram,Cmd.MemoryChange,F5_stt:drop_function_word+homophone,,,,,,
uh add toreminder,reminders.add,F5_stt:merge_boundary+filler,,,,,,
give me an alert at scheduled,reminders.add,F5_stt:truncate_tail+drop_function_word,,,,,,
i am gettingtoo much,Cmd.VolumeDecrease,F5_stt:truncate_tail+merge_boundary,,,,,,
i have misplaced my hearingaid,Help_FindMyHearingAids,F5_stt:merge_boundary+drop_plural,,,,,,
er sounds on,Cmd.VolumeUnmute,F5_stt:filler+homophone,,,,,,
how share my hearin information with my son,Help_HearShare,F5_stt:homophone+drop_function_word,,,,,,
switch ontrans late mode,Cmd.TranslationStart,F5_stt:homophone+merge_boundary,,,,,,
um lyric,Default Fallback Intent,F5_stt:filler+drop_plural,,,,,,
er will i make through the day,Cmd.BatteryLevel,F5_stt:drop_function_word+filler,,,,,,
wrapup that reminder it done,reminders.complete,F5_stt:merge_boundary+drop_function_word,,,,,,
er seta reminder,reminders.add,F5_stt:filler+merge_boundary,,,,,,
uh make voice stand out more,Cmd.VolumeIncrease,F5_stt:drop_plural+filler,,,,,,
um please change music memory,Cmd.MemoryChange,F5_stt:drop_function_word+filler,,,,,,
er why is my right hearing aidnot paired,Help_Pairing,F5_stt:merge_boundary+filler,,,,,,
can i changethe name of my,Help_Accessories,F5_stt:merge_boundary+truncate_tail,,,,,,
uh how would i stop an,Help_FallAlert,F5_stt:filler+truncate_tail,,,,,,
the audio is distortedon my hearing,Help_DeviceSettings,F5_stt:merge_boundary+truncate_tail,,,,,,
er can you i am interested inmy location,Default Fallback Intent,F5_stt:filler+merge_boundary,,,,,,
uh where dotranscripts get saved,Help_Transcribe,F5_stt:merge_boundary+filler,,,,,,
i want my 8s making sound,Cmd.VolumeUnmute,F5_stt:truncate_tail+homophone,,,,,,
youchange to everyday,Cmd.MemoryChange,F5_stt:merge_boundary+drop_function_word,,,,,,
er explainthe remote microphone,Help_Accessories,F5_stt:filler+merge_boundary,,,,,,
setto auditorium mammary,Cmd.MemoryChange,F5_stt:homophone+merge_boundary,,,,,,
um office mammary,Cmd.MemoryChange,F5_stt:filler+homophone,,,,,,
can youmaster programme,Cmd.MemoryChange,F5_stt:homophone+merge_boundary,,,,,,
um set program to train,Cmd.MemoryChange,F5_stt:filler+drop_function_word,,,,,,
what is value control,Help_Volume,F5_stt:drop_function_word+homophone,,,,,,
send text tosomeone,Cmd.SendMessage,F5_stt:merge_boundary+drop_function_word,,,,,,
um where would i stop a fall,Help_FallAlert,F5_stt:truncate_tail+filler,,,,,,
um howdo i change beeps,Help_DeviceSettings,F5_stt:merge_boundary+filler,,,,,,
um canyou raise volume,Cmd.VolumeIncrease,F5_stt:merge_boundary+filler,,,,,,
um can you switchto pub,Cmd.MemoryChange,F5_stt:merge_boundary+filler,,,,,,
uh can you i need an adjustment to my hearin aids,Help_RemoteProgramming,F5_stt:homophone+filler,,,,,,
pleasejust curls ep in your ears yet,Default Fallback Intent,F5_stt:merge_boundary+homophone,,,,,,
um canyou concussion rehabilitation team works collaboratively in designing and implementing a treatment program,Default Fallback Intent,F5_stt:filler+merge_boundary,,,,,,
um change tomeeting,Cmd.MemoryChange,F5_stt:merge_boundary+filler,,,,,,
um please change quiet,Cmd.MemoryChange,F5_stt:filler+drop_function_word,,,,,,
canyou turn off source plug,Default Fallback Intent,F5_stt:merge_boundary+drop_plural,,,,,,
how do i turn down volumein the aid,Help_Volume,F5_stt:merge_boundary+drop_function_word,,,,,,
can you increased the volume in hearing aids,Cmd.VolumeIncrease,F5_stt:drop_function_word+homophone,,,,,,
uh soundfeels weak,Cmd.VolumeIncrease,F5_stt:merge_boundary+filler,,,,,,
um make another remind her,reminders.add,F5_stt:homophone+filler,,,,,,
um would send a message,Cmd.SendMessage,F5_stt:filler+drop_function_word,,,,,,
check off remind her,reminders.complete,F5_stt:drop_function_word+homophone,,,,,,
uh how do i search for my aides,Help_FindMyHearingAids,F5_stt:homophone+filler,,,,,,
er can youplay message i got,Cmd.ListenMessage,F5_stt:merge_boundary+filler,,,,,,
can you help with pairing herring aids with phone,Help_Pairing,F5_stt:homophone+drop_function_word,,,,,,
uh how many calorie have i used doing aerobics,Cmd.ActivityAerobics,F5_stt:drop_plural+filler,,,,,,
uhplease tell me what my stand goal is,Cmd.ActivityStand,F5_stt:filler+merge_boundary,,,,,,
can you remind me buy movie ticket for friday evening,reminders.add,F5_stt:drop_function_word+drop_plural,,,,,,
when couldi send manual alert,Help_FallAlert,F5_stt:merge_boundary+drop_function_word,,,,,,
uh turn streaming on,Cmd.StreamingStart,F5_stt:filler+drop_function_word,,,,,,
um remindme to work out,reminders.add,F5_stt:filler+merge_boundary,,,,,,
umwork program,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
can you remind me to take my medicine tuesday morning at 10 a,reminders.add,F5_stt:truncate_tail+homophone,,,,,,
i would liketo scream now,Cmd.StreamingStart,F5_stt:merge_boundary+homophone,,,,,,
canyou re mind me,reminders.add,F5_stt:homophone+merge_boundary,,,,,,
can you please diagnose my herring,Help_SelfCheck,F5_stt:truncate_tail+homophone,,,,,,
howwill i know if i have received new setting,Help_RemoteProgramming,F5_stt:merge_boundary+homophone,,,,,,
can you look ep the southwire this wire here go anywhere with this way,Default Fallback Intent,F5_stt:truncate_tail+homophone,,,,,,
er hush it ep,Cmd.VolumeDecrease,F5_stt:homophone+filler,,,,,,
uh can you create a daily reminder to take medication at 5 p,reminders.add,F5_stt:filler+truncate_tail,,,,,,
umrunning activity,Cmd.ActivityRun,F5_stt:filler+merge_boundary,,,,,,
set a reminder call the,reminders.add,F5_stt:drop_function_word+truncate_tail,,,,,,
um please remind me of my,reminders.add,F5_stt:truncate_tail+filler,,,,,,
um my aids need adjusting they sound,Help_DeviceSettings,F5_stt:truncate_tail+filler,,,,,,
ermisplaced telephone,Cmd.FindMyPhone,F5_stt:filler+merge_boundary,,,,,,
how much energyleft,Cmd.BatteryLevel,F5_stt:drop_function_word+merge_boundary,,,,,,
can show me my stand,Cmd.ActivityStand,F5_stt:truncate_tail+drop_function_word,,,,,,
uh demo mode,Help_DemoMode,F5_stt:filler,,,,,,
uh icannot remember where my other aid is,Help_FindMyHearingAids,F5_stt:merge_boundary+filler,,,,,,
um ineed help with pairing the aids,Help_Pairing,F5_stt:merge_boundary+filler,,,,,,
hearin aid audiostream,Cmd.StreamingStart,F5_stt:merge_boundary+homophone,,,,,,
please help with tinnitus volume adjustment on my hearingaid,Help_Tinnitus,F5_stt:merge_boundary+drop_plural,,,,,,
er showme an overview of engage,Help_WhatsNew,F5_stt:filler+merge_boundary,,,,,,
uh switch setting to two,Cmd.MemoryChange,F5_stt:filler+drop_function_word,,,,,,
please help me intercept fallalert,Help_FallAlert,F5_stt:drop_function_word+merge_boundary,,,,,,
i wash them everynow and,Default Fallback Intent,F5_stt:merge_boundary+truncate_tail,,,,,,
text quicknote,Cmd.SendMessage,F5_stt:drop_function_word+merge_boundary,,,,,,
uhnot so loud,Cmd.VolumeDecrease,F5_stt:filler+merge_boundary,,,,,,
remind me to call momon christmas,reminders.add,F5_stt:drop_function_word+merge_boundary,,,,,,
uh set music memory,Cmd.MemoryChange,F5_stt:filler+drop_function_word,,,,,,
can alexa tern off porch light,Default Fallback Intent,F5_stt:drop_function_word+homophone,,,,,,
setmemery to home,Cmd.MemoryChange,F5_stt:homophone+merge_boundary,,,,,,
you golf pro gram,Cmd.MemoryChange,F5_stt:homophone+drop_function_word,,,,,,
uh how do i change to another memory on my,Help_ChangingMemories,F5_stt:filler+truncate_tail,,,,,,
please turn right hearing aid,Cmd.VolumeUnmute,F5_stt:drop_function_word+truncate_tail,,,,,,
uh remind me friday,reminders.add,F5_stt:drop_function_word+filler,,,,,,
er am i close to running goal,Cmd.ActivityRun,F5_stt:drop_function_word+filler,,,,,,
uh i completed it removethe reminder,reminders.complete,F5_stt:merge_boundary+filler,,,,,,
uh please change to train pro gram,Cmd.MemoryChange,F5_stt:homophone+filler,,,,,,
um can have long have i been jogging,Cmd.ActivityRun,F5_stt:drop_function_word+filler,,,,,,
where my modelnumber,Help_DeviceSettings,F5_stt:drop_function_word+merge_boundary,,,,,,
er let mehear the tv,Cmd.StreamingStart,F5_stt:merge_boundary+filler,,,,,,
didthey accept hearshare invitation,Help_HearShare,F5_stt:merge_boundary+drop_function_word,,,,,,
changeto worship program,Cmd.MemoryChange,F5_stt:merge_boundary+drop_function_word,,,,,,
uh nudgeme in an hour,reminders.add,F5_stt:merge_boundary+filler,,,,,,
er can you goto personal,Cmd.MemoryChange,F5_stt:filler+merge_boundary,,,,,,
uh pleaseswitch program to one,Cmd.MemoryChange,F5_stt:merge_boundary+filler,,,,,,
um please switch to gym programme,Cmd.MemoryChange,F5_stt:filler+homophone,,,,,,
er help checking if something is wrong with my aide,Help_SelfCheck,F5_stt:homophone+filler,,,,,,
uh find android,Cmd.FindMyPhone,F5_stt:filler+drop_function_word,,,,,,
what do you think about joe biden droppingout of the,Default Fallback Intent,F5_stt:truncate_tail+merge_boundary,,,,,,
decrease the volume in my hearing aides,Cmd.VolumeDecrease,F5_stt:drop_function_word+homophone,,,,,,
ummute the aids,Cmd.VolumeMute,F5_stt:filler+merge_boundary,,,,,,
how do i make one sidelowder,Help_Volume,F5_stt:homophone+merge_boundary,,,,,,
um i need to rememberthis,reminders.add,F5_stt:merge_boundary+filler,,,,,,
help customizing setting,Help_Customize,F5_stt:drop_function_word+homophone,,,,,,
uh cannotfind bose,Default Fallback Intent,F5_stt:merge_boundary+filler,,,,,,
um askmy house,Default Fallback Intent,F5_stt:filler+merge_boundary,,,,,,
more like thisis,Default Fallback Intent,F5_stt:drop_function_word+merge_boundary,,,,,,
can makethem ring,Help_FindMyHearingAids,F5_stt:drop_function_word+merge_boundary,,,,,,
newtthe hearing aids,Cmd.VolumeMute,F5_stt:homophone+merge_boundary,,,,,,
